titulo,tipo,data,urn,autor,assuntos,classificacao,jurisdicao,autoridade,ementa,url,localidade,numero,ano,termo_busca,data_coleta,origem,categoria,modal,pais,estado,municipio,fontes_localizacao
Acórdão nº 800227 do Processo nº20140110335227acj,,2014-07-01,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.recursal.juizados.especiais.civeis.criminais.df.3:acordao:2014-07-01;800227,,,,Federal,,"JUIZADOS ESPECIAIS DA FAZENDA PÚBLICA. ADMINISTRATIVO. DETRAN/DF. INFRAÇÃO DE TRÂNSITO GRAVÍSSIMA COMETIDA ENQUANTO PERMISSIONÁRIO. IMPOSSIBILIDADE DE CONCESSÃO DACNHDEFINITIVA. REINÍCIO DO PROCESSO DE HABILITAÇÃO. MÁ PRESTAÇÃO DOS SERVIÇOS NÃO CONFIGURADA. RESSARCIMENTO DAS DESPESAS PAGAS. IMPOSSIBILIDADE RECURSO CONHECIDO E IMPROVIDO. SENTENÇA MANTIDA.
1. DECORRE DA LEI QUE O PERMISSIONÁRIO QUE PRATICAR INFRAÇÃO DE TRÂNSITO DE NATUREZA GRAVÍSSIMA DURANTE A FASE DA PERMISSÃO PROVISÓRIA, NÃO TERÁ CONCEDIDA A HABILITAÇÃO DEFINITIVA, DEVENDO REINICIAR TODO O PROCESSO DE HABILITAÇÃO. DESSA FORMA, NÃO CONFIGURA ATO ILÍCITO A RECUSA DO DETRAN/DF EM RENOVAR A CARTEIRA NACIONAL DE HABILITAÇÃO COM BASE EM REFERIDA NORMA LEGAL (ART. 148, §§ 3º E 4º, DO CTB), MAS, AO CONTRÁRIO, ATENDE AO ESTRITO COMANDO LEGAL.
2. NA HIPÓTESE, O RECORRENTE OBTEVE A PERMISSÃO PARA DIRIGIR JUNTO AO DETRAN/DF EM 21/11/2008, COM VALIDADE ATÉ 20/11/2009. OCORRE QUE, EM 04/12/2009, FOI EXPEDIDA PELO DETRAN/DF A SUACNHDEFINITIVA, COM VALIDADE ATÉ 21/12/2012, APESAR DE O RECORRENTE TER COMETIDO, EM 18/11/2009, UMA INFRAÇÃO DE NATUREZA GRAVÍSSIMA.
3. NO ENTANTO, APESAR DO ERRO NA EXPEDIÇÃO DACNHDEFINITIVA, QUE SOMENTE FOI QUESTIONADA PELO DETRAN/DF AO TÉRMINO DE 3 (TRÊS) ANOS, NO PERÍODO DE PLENO DIREITO A SUA RENOVAÇÃO, OBRIGANDO O RECORRENTE A REFAZER TODO O PROCESSO PARA OBTENÇÃO DE NOVA HABILITAÇÃO, NÃO SE PODE IGNORAR O QUE DIZ A LEGISLAÇÃO ACERCA DA INFRAÇÃO GRAVÍSSIMA COMETIDA POR QUEM DETINHA APENAS LICENÇA PROVISÓRIA PARA DIRIGIR. ADEMAIS, UM POSSÍVEL EQUÍVOCO ADMINISTRATIVO NÃO AUTORIZA O PODER JUDICIÁRIO A IGNORAR A OPÇÃO DO LEGISLADOR E OFERECER AO CANDIDATO A CONDUTOR, MESMO APENADO, A CHANCELA DA APROVAÇÃO EM PROCESSO DE HABILITAÇÃO PARA DIRIGIR.
4. DESSA FORMA, ESCORREITA A SENTENÇA QUE JULGOU IMPROCEDENTE OS PEDIDOS INICIAIS, POR ENTENDER QUE NÃO HOUVE CONDUTA ILÍCITA PRATICADA PELO RECORRIDO, NEM MÁ PRESTAÇÃO DE SERVIÇOS NO NOVO PROCESSO PARA OBTENÇÃO DA HABILITAÇÃO, NÃO PODENDO SE FALAR EM RESSARCIMENTO DAS DESPESAS PAGAS E NEM EM REPARAÇÃO POR DANOS MORAIS.
5. RECURSO CONHECIDO E IMPROVIDO. SENTENÇA MANTIDA. 
6. SEM CUSTAS PROCESSUAIS, NOS TERMOS DO DECRETO-LEI Nº 500/69. CONDENADO O RECORRENTE AO PAGAMENTO DE HONORÁRIOS ADVOCATÍCIOS FIXADOS EM R$ 200,00 (DUZENTOS REAIS).
7. A SÚMULA DE JULGAMENTO SERVIRÁ DE ACÓRDÃO, CONFORME REGRA DOS ARTIGOS 27 DA LEI N.º 12.153/09 E 46 DA LEI N.º 9.099/95.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,jurisdicao_federal
Acórdão nº 807505 do Processo nº20130510079542apr,,2014-07-24,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.criminal.2:acordao:2014-07-24;807505,SUPERIOR TRIBUNAL DE JUSTIÇA,,Jurisprudência,Federal,,"APELAÇÃO CRIMINAL. ESTELIONATO. CRIME CONTINUADO (3X). RECURSO DA DEFESA.  READEQUAÇÃO DA PENA. CULPABILIDADE E CONSEQUÊNCIAS ÍNSITAS AO CRIME. RECURSO PARCIALMENTE PROVIDO.
1. A CULPABILIDADE DEVE SER ENTENDIDA COMO JUÍZO DE CENSURABILIDADE DA CONDUTA DO AGENTE, AVERIGUANDO SE ATINGIU UM MAIOR GRAU DE REPROVABILIDADE ? QUE PODE OSTENTAR DIVERSOS NÍVEIS.
2. HÁ CULPABILIDADE EXACERBADA QUANDO O AGENTE, APÓS ENCONTRARCNHDE OUTREM, ESTABELECE CONTATO CONSIDERAVELMENTE PROLONGADO COM CRIMINOSOS (ATÉ MESMO PAGANDO COMISSÃO SOBRE O LUCRO DO CRIME A EMPREGADO PÚBLICO DO BANCO DO BRASIL), COLABORANDO DE FORMA INCISIVA PARA A FALSIFICAÇÃO DE DOCUMENTOS E SUBTRAÇÃO DE BENS DE TERCEIROS; INCLUSIVE, SUBVERTENDO O SISTEMA E COLOCANDO EM CHEQUE A CREDIBILIDADE DE INSTITUIÇÕES PÚBLICAS DE CONSIDERÁVEL VALOR SOCIAL NO PLANO INTERNO E EXTERNO, TAIS COMO EMPRESA DE CORREIOS E TELÉGRAFOS E O BANCO DO BRASIL.
3. AS CONSEQUÊNCIAS DO CRIME EXIGEM MAIOR REPRIMENDA QUANDO, EMBORA PRATICADO O ESTELIONATO EM AGOSTO DE 2012, A CONDUTA PRODUZ DELETÉRIAS CONSEQUÊNCIAS NA VIDA DA VÍTIMA UM ANO DEPOIS, QUE CONTINUA SENDO CHAMADA PARA COMPROVAR QUE SUACNHFORA PERDIDA E QUE HÁ ALGUÉM SE PASSANDO POR ELE. ALÉM DISSO, A VÍTIMA (TITULAR DACNH) RESPONDEU POR 14 (CATORZE) PROTESTOS NO BANCO CENTRAL, PRECISOU ACIONAR O PODER JUDICIÁRIO PARA CANCELAR AS COBRANÇAS QUE FORAM REALIZADAS MEDIANTE FRAUDE, ALÉM DE RESPONDER POR COBRANÇAS QUE LHES FORAM FEITAS JUDICIAL E EXTRAJUDICIALMENTE. POR SUA VEZ, A INSTITUIÇÃO FINANCEIRA, IGUALMENTE VÍTIMA DO CRIME DE ESTELIONATO, ARCOU COM PREJUÍZO FINANCEIRO DE R$ 100.000,00 (CEM MIL REAIS).
4. AS CONSEQUÊNCIAS DO CRIME PRATICADO CONTRA A EMPRESA DE VENDA DE VEÍCULOS NÃO MERECEM VALORAÇÃO NEGATIVA EM RAZÃO DA VENDA DO AUTOMÓVEL, SOB PENA DE ?BIS IN IDEM?, POIS O VALOR DO BEM FOI INTEGRALMENTE QUITADO PELO BANCO DO BRASIL, E O PREJUÍZO DA INSTITUIÇÃO BANCÁRIA FOI CONSIDERADO NA DOSIMETRIA DA PENA DO DELITO CONTRA ELA PRATICADO.
5. A PALAVRA DA VÍTIMA, QUANDO APRESENTADA DE MANEIRA FIRME E COERENTE, TANTO EM SEDE POLICIAL COMO EM JUÍZO, ENCONTRANDO AMPARO NAS DEMAIS PROVAS COLACIONADAS AO PROCESSO, É INSTRUMENTO HÁBIL A COMPROVAR AS CONSEQUÊNCIAS ADVINDAS DO DELITO DE ESTELIONATO, MORMENTE QUANDO NARRA CONDUTAS QUE SÃO, DE FATO, ATOS QUE AFETAM O MAU PAGADOR.
6. DIANTE DO NOVO PANORAMA ESTABELECIDO PELO SUPERIOR TRIBUNAL DE JUSTIÇA, POR MEIO DA 3ª SEÇÃO, ACOLHENDO OS EMBARGOS DE DIVERGÊNCIA ERESP N. 1.154.752, PUBLICADO EM 04/09/2012, RESSALVO O ENTENDIMENTO ANTERIOR PARA COMPENSAR A ATENUANTE DA CONFISSÃO ESPONTÂNEA E A AGRAVANTE DA REINCIDÊNCIA POR SEREM IGUALMENTE PREPONDERANTES. PRECEDENTES.
7. O CRITÉRIO DE EXASPERAÇÃO DE PENA PELO CRIME CONTINUADO, PREVISTO NO ?CAPUT? DO ARTIGO 70 DO CÓDIGO PENAL, VARIÁVEL DE UM SEXTO ATÉ METADE DA PENA, DEVE SER SOPESADO DE ACORDO COM O NÚMERO DE INFRAÇÕES COMETIDAS.
8. A PENA DE MULTA, NOS CASOS DE CRIME CONTINUADO, POR SE TRATAR DE CRIME ÚNICO, É CALCULADA SEM A INCIDÊNCIA DA REGRA DO ARTIGO 72, DO CÓDIGO PENAL, A QUAL É APLICÁVEL APENAS AOS CONCURSOS MATERIAL E FORMAL.
9. RECURSO PARCIALMENTE PROVIDO.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,jurisdicao_federal
Acórdão nº 829311 do Processo nº20140110539404acj,,2014-10-21,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.recursal.juizados.especiais.civeis.criminais.df.2:acordao:2014-10-21;829311,,,,Federal,,"JUIZADOS ESPECIAIS CÍVEIS - DIREITO DO CONSUMIDOR - OBRIGAÇÃO DE FAZER - FINANCIAMENTO DE VEÍCULO - EXIGÊNCIA DECNH- PRINCÍPIO DA TRANSPARENCIA - DEVER DE INFORMAR - PRINCÍPIO DA BOA-FÉ OBJETIVA - OFENSA - DANO MORAL CONFIGURADO - RECURSO DO REQUERIDO CONHECIDO, MAS DESPROVIDO - RECURSO DO REQUERENTE CONHECIDO E PROVIDO - SENTENÇA PARCIALMENTE REFORMADA.
1 - UM DOS PRINCÍPIOS FUNDAMENTAIS DO DIREITO PRIVADO É O DA BOA-FÉ OBJETIVA, CUJA FUNÇÃO É ESTABELECER UM PADRÃO ÉTICO DE CONDUTA PARA AS PARTES NAS RELAÇÕES OBRIGACIONAIS. PARA CONCLUIR SE O SUJEITO ESTAVA OU NÃO DE BOA-FÉ, TORNA-SE NECESSÁRIO ANALISAR SE O SEU COMPORTAMENTO FOI LEAL, ÉTICO, OU SE HAVIA JUSTIFICATIVA AMPARADA NO DIREITO. A BOA-FÉ OBJETIVA CONSTITUI UM MODELO DE CONDUTA SOCIAL OU UM PADRÃO ÉTICO DE COMPORTAMENTO QUE IMPÕE, CONCRETAMENTE, A TODO CIDADÃO QUE, NAS SUAS RELAÇÕES, ATUE COM HONESTIDADE, LEALDADE E PROBIDADE.
2 - A NINGUÉM É LÍCITO FAZER VALER UM DIREITO EM CONTRADIÇÃO COM A SUA CONDUTA ANTERIOR OU POSTERIOR INTERPRETADA OBJETIVAMENTE, SEGUNDO A LEI, OS BONS COSTUMES E A BOA-FÉ. É O CHAMADO VENIRE CONTRA FACTUM PROPRIUM (VEDAÇÃO DO COMPORTAMENTO CONTRADITÓRIO), QUE POSTULA DOIS COMPORTAMENTOS DA MESMA PESSOA, LÍCITOS EM SI E DIFERIDOS NO TEMPO, MAS QUE, NO ENTANTO, TEM O SEGUNDO CONTRARIANDO O PRIMEIRO. O FUNDAMENTO DA VEDAÇÃO DO COMPORTAMENTO CONTRADITÓRIO É, JUSTAMENTE, A TUTELA DA CONFIANÇA, QUE MANTÉM RELAÇÃO ÍNTIMA COM A BOA-FÉ OBJETIVA.
3 - IN CASU, MESMO TENDO A AUTORA PROVIDENCIADO TODA DOCUMENTAÇÃO SOLICITADA PELO BANCO E NÃO EXISTINDO DIVERGÊNCIAS DE OUTROS DOCUMENTOS, NO MOMENTO DE ULTIMAÇÃO DO NEGÓCIO O BANCO NEGOU-LHE O CRÉDITO SOB O ARGUMENTO DE QUE ELA NÃO TINHA APRESENTADO ACNH. FICA CLARO, NO CASO EM TELA, A PRESENÇA DO VENIRE CONTRA FACTUM PROPRIUM, QUE ENCONTRA RESPALDO NAS SITUAÇÕES EM QUE UMA PESSOA, POR UM CERTO PERÍODO DE TEMPO, COMPORTA-SE DE DETERMINADA MANEIRA, GERANDO EXPECTATIVAS EM OUTRA DE QUE SEU COMPORTAMENTO PERMANECERÁ INALTERADO. ASSIM, EXTRAI-SE DO CADERNO PROBATÓRIO A MÁ PRESTAÇÃO DOS SERVIÇOS FORNECIDOS PELA REQUERIDA, POIS NÃO HÁ NENHUM REGISTRO, SEJA NOS DOCUMENTOS DE FINANCIAMENTO OU NAS INFORMAÇÕES CONTIDAS NO SITE DA FINANCEIRA, DE QUE A APRESENTAÇÃO DACNHFOSSE OBRIGATÓRIA. 
4 - É CERTA, POIS, QUE A PRÁTICA DA REQUERIDA ENSEJA A REPARAÇÃO POR DANO MORAL, POIS, EM VISTA DO COMPORTAMENTO INICIALMENTE ADOTADO PELA FINANCEIRA, A REQUERENTE VIU SUA CONFIANÇA SER ABALADA (BOA-FÉ OBJETIVA), JÁ QUE NÃO LHE FOI POSSÍVEL PREVER QUE, APÓS LAPSO TEMPORAL, A FINANCEIRA ADOTARIA COMPORTAMENTO CONTRÁRIO AO INICIAL.
5 - RECURSOS CONHECIDOS. DESPROVIDO O RECURSO DO RÉU E PARCIALMENTE PROVIDO O RECURSO DA AUTORA. SENTENÇA REFORMADA APENAS PARA DETERMINAR A INDENIZAÇÃO PELOS DANOS MORAIS, NO MONTANTE DE R$ 5.000,00 (CINCO MIL REAIS), SENDO MANTIDO OS DEMAIS TERMOS. 
6 - CUSTAS PROCESSUAIS E HONORÁRIOS ADVOCATÍCIOS PELO RECORRENTE VENCIDO, ESTES FIXADOS EM 10% (DEZ POR CENTO) DA CONDENAÇÃO, EX VI DO ART. 55 DA LEI Nº 9.099/95. SEM CONDENAÇÃO EM CUSTAS E HONORÁRIOS PELA AUTORA EM FACE DO PARCIAL PROVIMENTO DO RECURSO.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,jurisdicao_federal
AgInt no REsp 1852611 / PB,,2020-08-24,urn:lex:br:superior.tribunal.justica;turma.2:acordao;resp:2020-08-24;1852611-1972910,STF,,Jurisprudência,Federal,,"PROCESSUAL CIVIL. TRIBUTÁRIO. AGRAVO DE INSTRUMENTO. EXECUÇÃO
FISCAL. PEDIDO DE SUSPENSÃO DECNH. ACÓRDÃO RECORRIDO. EXISTÊNCIA DE
FUNDAMENTO CONSTITUCIONAL E INFRACONSTITUCIONAL. TRÂNSITO EM JULGADO
DO FUNDAMENTO CONSTITUCIONAL. INCIDÊNCIA DA SÚMULA N. 126/STJ.
PRECEDENTES.
I - Na origem, o Estado da Paraíba interpôs agravo de instrumento em
desfavor da decisão que negou o pedido de suspensão daCNHdo
contribuinte em processo de execução fiscal. O referido agravo de
instrumento teve seu provimento negado pelo Tribunal a quo. Nesta
Corte, não se conheceu do recurso especial.
II - No que concerne à requisição de suspensão daCNH, verifica-se
que a controvérsia foi dirimida com base em fundamentos de índole
constitucional e infraconstitucional, ambos suficientes para manter
o julgado, conforme se pode constatar dos seguintes excertos
extraídos do aresto objurgado, ipsis litteris: ""Da leitura do
dispositivo acima, tenho que a suspensão da habilitação para dirigir
pode acarretar em restrição indevida de direitos e garantias
fundamentais. Nesse sentido: [...].""
III - Todavia, considerando que não foi interposto recurso
extraordinário contra o julgado vergastado, verificou-se o trânsito
em julgado do fundamento constitucional, o que faz com que na
hipótese incida o enunciado da Súmula n. 126 do Superior Tribunal de
Justiça, inviabilizando a análise do recurso especial. Nesse
sentido, transcrevo os seguintes julgados desta Corte de Justiça, in
verbis: AgInt no REsp n. 1.636.295/RS, Rel. Ministro Mauro Campbell
Marques, Segunda Turma, julgado em 27/4/2017, DJe 4/5/2017 e AgInt
no AREsp n. 952.691/SC, Rel. Ministra Maria Isabel Gallotti, Quarta
Turma, julgado em 20/4/2017, DJe 3/5/2017.
IV - No que concerne ao pedido de expedição de ofício ao cartório,
verifica-se que, no acórdão recorrido, não foi analisada a matéria
ora suscitada, nem foram opostos embargos de declaração para tal
fim, pelo que carece o recurso do indispensável requisito do
prequestionamento. Incidência dos Enunciados Sumulares n. 282 e 356
do STF.
V - Não constando do acórdão recorrido análise sobre a matéria
referida nesse ponto do recurso especial, restava ao recorrente
pleitear seu exame por meio de embargos de declaração, a fim de
buscar o suprimento da suposta omissão e provocar o
prequestionamento, o que não ocorreu na hipótese dos autos.
VI - Agravo interno improvido.
Decis?o
Vistos e relatados estes autos em que são partes as acima indicadas,
acordam os Ministros da Segunda Turma do Superior Tribunal de
Justiça, por unanimidade, negar provimento ao recurso, nos termos do
voto do Sr. Ministro Relator.
Os Srs. Ministros Herman Benjamin, Og Fernandes, Mauro Campbell
Marques e Assusete Magalhães votaram com o Sr. Ministro Relator.
Presidiu o julgamento o Sr. Ministro Herman Benjamin.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Outros,rodoviário,Brasil,Federal,,jurisdicao_federal
AgRg no REsp 1991572 / RS,,2022-10-11,urn:lex:br:superior.tribunal.justica;turma.6:acordao;resp:2022-10-11;1991572-2219650,STF,,Jurisprudência,Federal,,"AGRAVO REGIMENTAL EM RECURSO ESPECIAL. PENAL E PROCESSUAL PENAL.
ROUBO MAJORADO. VIOLAÇÃO DOS ARTS. 226 E 386, VII, DO CPP. TESE DE
NULIDADE. INOBSERVÂNCIA DO PROCEDIMENTO DE RECONHECIMENTO PESSOAL.
EXISTÊNCIA DE OUTROS ELEMENTOS DE PROVA VÁLIDOS E INDEPENDENTES.
MANUTENÇÃO DO ACÓRDÃO RECORRIDO. JURISPRUDÊNCIA DO STJ. VIOLAÇÃO DOS
ARTS. 59 E 68 DO CP. DOSIMETRIA. AUSÊNCIA DE ARGUMENTAÇÃO CONCRETA A
RESPEITO DA SUPOSTA VIOLAÇÃO. DEFICIÊNCIA DE FUNDAMENTAÇÃO.
INCIDÊNCIA DA SÚMULA 284/STF.
1. Segundo a atual jurisprudência desta Corte, o reconhecimento de
pessoa, presencialmente ou por fotografia, realizado na fase do
inquérito policial, apenas é apto, para identificar o réu e fixar a
autoria delitiva, quando observadas as formalidades previstas no
art. 226 do Código de Processo Penal e quando corroborado por outras
provas colhidas na fase judicial, sob o crivo do contraditório e da
ampla defesa. [...]Em verdade, a inobservância de tal procedimento
enseja a nulidade da prova e, portanto, não pode servir de lastro
para sua condenação, ainda que confirmado, em juízo, o ato realizado
na fase inquisitorial, a menos que outras provas, por si mesmas,
conduzam o magistrado a convencer-se acerca da autoria delitiva (HC
n. 598.886/SC, Ministro ROGERIO SCHIETTI CRUZ, Sexta Turma, DJe
18/12/2020).
2. In casu, a autoria delitiva não se amparou, exclusivamente, no
reconhecimento pessoal realizado nas fases inquisitiva e judicial,
destacando-se, a saber: após a perseguição policial, os dois
assaltantes abandonaram o carro roubado das vítimas, tendo os
policiais encontrado em seu interior, dentre outros itens, umaCNHem nome de Marlon da Luz Sadik; chamados a reconhecer o suposto
autor do delito, Marlon, as vítimas não o reconheceram pela foto
apresentada no Sistema Integrado da Polícia, mas duas das vítimas
reconheceram o réu pela foto daCNHapreendida no veículo;
posteriormente, foi constatado que aCNHencontrada no veículo
subtraído das vítimas e abandonado pelos assaltantes era falsa, ou
seja, a fotografia era do recorrente, mas estava com o nome de
Marlon; ainda, em busca e apreensão realizada na casa do réu para a
investigação de outros delitos, foram encontrados diversos
documentos em nome de Marlon, indicando que o réu estava utilizando
nome falso; finalmente, a fotografia constante do documento de
identidade apreendido com Gilberto no dia de sua prisão era idêntica
àquela constante do documento falso encontrado no veículo objeto de
roubo nestes autos.
3.  Inviável o conhecimento da insurgência quanto à suposta violação
dos arts. 59 e 68 do Código Penal, pois a parte não aponta nenhuma
inconsistência concreta na dosimetria da pena. Não cabe ao julgador,
por esforço hermenêutico, extrair a possível argumentação da parte.
Incide, portanto, o óbice da Súmula 284/STF.
4. Agravo regimental desprovido.
Decis?o
Vistos e relatados estes autos em que são partes as acima indicadas,
acordam os Ministros da Sexta Turma, por unanimidade, negar
provimento ao agravo regimental, nos termos do voto do Sr. Ministro
Relator.
Os Srs. Ministros Rogerio Schietti Cruz, Antonio Saldanha Palheiro,
Olindo Menezes (Desembargador Convocado do TRF 1ª Região) e Laurita
Vaz votaram com o Sr. Ministro Relator.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Outros,rodoviário,Brasil,Federal,,jurisdicao_federal
RMS 22785 / SP,,2007-11-20,urn:lex:br:superior.tribunal.justica;turma.5:acordao;rms:2007-11-20;22785-794288,STJ,,Jurisprudência,Federal,,"RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. IMPETRAÇÃO. REPRESSIVO.
LESÃO. CONCURSO PÚBLICO. EDITAL. REQUISITO. HABILITAÇÃO LEGAL.
INSCRIÇÃO. DESNECESSIDADE. PROVA PRÁTICA. RAZOABILIDADE. PRINCÍPIO
DA ISONOMIA. VIOLAÇÃO. INOCORRÊNCIA.
I - A impetração de mandado de segurança pressupõe lesão
(repressivo) ou ameaça de lesão (preventivo) a direito líquido e
certo do impetrante. Dessa forma, a impetração só interessaria para
o recorrente se, ao requerer sua inscrição no certame, tivesse o seu
requerimento indeferido em virtude da exigência editalícia de
apresentação de documentos na data do encerramento da inscrição.
II - É razoável a exigência de Carteira Nacional de Habilitação
Profissional -CNH- , categoria ""D"", no momento da realização da
prova prática de direção em concurso público para o provimento de
cargo de Agente de Segurança do Tribunal de Justiça do Estado de São
Paulo. Entretanto, essa exigência não se mostra razoável quando da
inscrição no certame. Aplicação do princípio da Súmula nº 266/STJ.
III - Na espécie, aCNHdo recorrente foi emitida em 14/8/2007, 15
(quinze) dias após o encerramento das inscrições do concurso
(30/7/2002) e a prova prática de direção realização somente em
26/11/2002.
IV - Cabe ressaltar também que, na hipótese em apreço, o recorrente
se inscreveu regularmente, participou da prova prática de direção e
obteve a 6ª colocação na classificação final do certame, tendo sido
até nomeado, cujo ato de nomeação foi tornado sem efeito
posteriormente, tão-somente porque a suaCNHnão foi expedida até a
data do encerramento das inscrições.
V - Com efeito, não há como comparar a situação do recorrente,
exposta no item anterior, com a de outros candidatos impedidos de
realizar a prova prática de direção e com aqueles que deixaram de se
inscrever no certame por não atenderem a exigência editalícia.
Violação do princípio da isonomia afastada.
Recurso ordinário provido.
Decisão
Vistos, relatados e discutidos os autos em que são partes as acima
indicadas, acordam os Ministros da QUINTA TURMA do Superior Tribunal
de Justiça, por unanimidade, dar provimento ao recurso, nos termos
do voto do Sr. Ministro Relator. Os Srs. Ministros Laurita Vaz,
Arnaldo Esteves Lima, Napoleão Nunes Maia Filho e Jane Silva
(Desembargadora convocada do TJ/MG) votaram com o Sr. Ministro
Relator.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Outros,rodoviário,Brasil,Federal,,jurisdicao_federal
ARE 980787 AgR / RS - RIO GRANDE DO SUL,,2017-03-24,urn:lex:br:supremo.tribunal.federal;turma.1:acordao;are:2017-03-24;980787-5134409,STJ,,Jurisprudência,Federal,,Ementa: AGRAVO INTERNO NO RECURSO EXTRAORDINÁRIO COM AGRAVO. ADMINISTRATIVO. INFRAÇÃO ADMINISTRATIVA DE NATUREZA GRAVE. EXPEDIÇÃO DE CARTEIRA NACIONAL DE HABILITAÇÃO (CNH) DEFINITIVA. RECURSO CONTRA ACÓRDÃO DO STJ. CONTROVÉRSIA CONSTITUCIONAL SURGIDA NA INSTÂNCIA ORDINÁRIA. INVIABILIDADE DO APELO EXTREMO. RECURSO INTERPOSTO SOB A ÉGIDE DO NOVO CÓDIGO DE PROCESSO CIVIL. APLICAÇÃO DE NOVA SUCUMBÊNCIA. AGRAVO INTERNO DESPROVIDO.,,,,,CNH,2025-07-22 00:37:06,extração_principal,Outros,rodoviário,Brasil,Federal,,jurisdicao_federal
PL 6096/2016,,2016-09-12,urn:lex:br:camara.deputados:projeto.lei;pl:2016-09-12;6096,,,Legislação,Federal,,"Altera o § 3º, do art. 147, da Lei n° 9.503 de 23 de setembro de 1997 - Código de Transito Brasileiro - CTB, para incluir avaliação psicológica preliminar na renovação da Carteira Nacional de Habilitação -CNH, e revoga o § 3º da lei nº 10.350, de 21 de dezembro de 2001.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Proposições,rodoviário,Brasil,Federal,,jurisdicao_federal
PL 2266/2020,,2020-04-28,urn:lex:br:camara.deputados:projeto.lei;pl:2020-04-28;2266,,,,Federal,,"Altera a Lei nº 13.979, de 2020, que dispõe ""sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019"", para dispor sobre prazo de obtenção de novo CRV e de validade deCNH.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Proposições,rodoviário,Brasil,Federal,,jurisdicao_federal
PL 5028/2020,,2020-10-26,urn:lex:br:camara.deputados:projeto.lei;pl:2020-10-26;5028,,,Legislação,Federal,,"Revoga o art. 148-A da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para extinguir a exigência do exame toxicológico para a habilitação e renovação daCNHdos condutores de veículo automotor e elétrico habilitados nas categorias C, D e E.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Proposições,rodoviário,Brasil,Federal,,jurisdicao_federal
PL 5122/2020,,2020-11-09,urn:lex:br:camara.deputados:projeto.lei;pl:2020-11-09;5122,,,Legislação,Federal,,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para criar o ProgramaCNHCidadã, e a Lei nº 9.602, de 21 de janeiro de 1998, para dispor sobre despesas custeadas pelo Fundo Nacional de Segurança e Educação de Trânsito (FUNSET).",,,,,CNH,2025-07-22 00:37:06,extração_principal,Proposições,rodoviário,Brasil,Federal,,jurisdicao_federal
PL 3852/2021,,2021-11-03,urn:lex:br:camara.deputados:projeto.lei;pl:2021-11-03;3852,,,Legislação,Federal,,"Modifica o art. 159 da Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para incluir a opção por doação de órgãos, tecidos e partes do corpo em caso de falecimento entre as informações constantes da Carteira Nacional de Habilitação (CNH).",,,,,CNH,2025-07-22 00:37:06,extração_principal,Proposições,rodoviário,Brasil,Federal,,jurisdicao_federal
PL 668/2023,,2023-02-27,urn:lex:br:camara.deputados:projeto.lei;pl:2023-02-27;668,,,Legislação,Federal,,"Acresce o parágrafo 2º ao art. 139 da Lei nº 13.105, de 16 de março de 2015 (Código de Processo Civil), para vedar que o Poder Judiciário possa utilizar como meio executivo atípico o impedimento à inscrição em concurso público, bem como a emissão ou a apreensão de Carteira Nacional de Habilitação (CNH) ou de passaporte.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Proposições,rodoviário,Brasil,Federal,,jurisdicao_federal
PL 3194/2012,,2012-02-10,urn:lex:br:camara.deputados:projeto.lei;pl:2012-02-10;3194,,,,Federal,,Acrescenta o art. 141-A ao Código de Trânsito Brasileiro tornando requisito obrigatório e prévio para emitir aCNHque a pessoa habilitanda assine Termo de Autorização e Concordância para ser submetida a testes ou exames para apurar influência de álcool ou de outras substâncias psicoativas sobre condutor de veículo automotor e dá outras providências.,,,,,CNH,2025-07-22 00:37:06,extração_principal,Proposições,rodoviário,Brasil,Federal,,jurisdicao_federal
PL 5545/2013,,2013-05-08,urn:lex:br:camara.deputados:projeto.lei;pl:2013-05-08;5545,,,Legislação,Federal,,"Altera a Lei nº 9.503 de 23 de setembro de 1997, que institui o Código de Trânsito Nacional, para incluir a obrigatoriedade da realização de curso de reciclagem periódico aos condutores de veículos de transporte de passageiros, na ocasião da renovação daCNH.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Proposições,rodoviário,Brasil,Federal,,jurisdicao_federal
