titulo,tipo,data,urn,autor,assuntos,classificacao,jurisdicao,autoridade,ementa,url,localidade,numero,ano,termo_busca,data_coleta,origem,categoria,modal,pais,estado,municipio,fontes_localizacao
AgInt no REsp 1551297 / SC,,2023-05-29,urn:lex:br:superior.tribunal.justica;turma.1:acordao;resp:2023-05-29;1551297-2301746,ANTT,,Jurisprudência,Federal,,"PROCESSUAL CIVIL. AGRAVO INTERNO NO RECURSO ESPECIAL. AÇÃO DE
REINTEGRAÇÃO DE POSSE. CONTRATO DE CONCESSÃO. VIOLAÇÃO DE NORMA
CONSTITUCIONAL. NÃO CABIMENTO. USURPAÇÃO DE COMPETÊNCIA DO STF.
INTERESSE JURÍDICO DAANTTPARA INTEGRAR A LIDE. ANÁLISE DE
CLÁUSULAS CONTRATUAIS. SÚMULA 5/STJ. INVERSÃO DO JULGADO.
INVIABILIDADE. REEXAME FÁTICO-PROBATÓRIO. SÚMULA 7/STJ. DISSÍDIO
JURISPRUDENCIAL PREJUDICADO. AGRAVO INTERNO DESPROVIDO.
1. Não compete ao Superior Tribunal de Justiça analisar suposta
violação de dispositivos constitucionais, ainda que para efeito de
prequestionamento, sob pena de usurpação da competência reservada ao
Supremo Tribunal Federal.
2. O Tribunal de origem, diante do acervo fático-probatório carreado
aos autos, especialmente das cláusulas do contrato administrativo
firmado entre a administração pública e a parte ora agravante,
concluiu pela ausência de interesse jurídico necessário à
intervenção daANTT, na qualidade de assistente simples, na demanda.
3. Entendimento diverso, conforme pretendido, implicaria análise de
cláusulas contratuais e reexame do contexto fático-probatório dos
autos, circunstância que redundaria na formação de novo juízo acerca
dos fatos e provas, e não na valoração dos critérios jurídicos
concernentes à utilização da prova e à formação da convicção, o que
impede o conhecimento do recurso especial. Sendo assim, incide o
disposto nas Súmulas 5 e 7 do STJ.
4. É pacífico nesta Corte Superior o entendimento de que os mesmos
óbices impostos à admissão do recurso pela alínea a do permissivo
constitucional impedem a análise recursal pela alínea c, ficando
prejudicada a apreciação do dissídio jurisprudencial referente ao
mesmo dispositivo de lei federal apontado como violado ou à tese
jurídica.
5. Agravo interno a que se nega provimento.
Decis?o
Vistos e relatados estes autos em que são partes as acima
indicadas, acordam os Ministros da PRIMEIRA TURMA do Superior
Tribunal de Justiça, em sessão virtual de 23/05/2023 a 29/05/2023,
por unanimidade, negar provimento ao recurso, nos termos do voto do
Sr. Ministro Relator.
Os Srs. Ministros Benedito Gonçalves, Sérgio Kukina, Regina Helena
Costa e Gurgel de Faria  votaram com o Sr. Ministro Relator.
Presidiu o julgamento o Sr. Ministro Paulo Sérgio Domingues.",,,,,ANTT,2025-07-22 00:37:06,extração_principal,Outros,rodoviário,Brasil,Federal,,jurisdicao_federal
EDcl no MS 8350 / DF,,2004-08-25,urn:lex:br:superior.tribunal.justica;secao.1:acordao;ms:2004-08-25;8350-568915,ANTT,,Jurisprudência,Federal,,"PROCESSUAL CIVIL - EMBARGOS DE DECLARAÇÃO - MANDADO DE SEGURANÇA -
CASSAÇÃO DE CERTIFICADO DE REGISTRO DE FRETAMENTO PELO MINISTRO DE
ESTADO DOS TRANSPORTES - PRAZO DE VALIDADE DA AUTORIZAÇÃO EXPIRADO -
PEDIDO PREJUDICADO - ORDEM DENEGADA - AUTORIZAÇÃO CONCEDIDA PELAANTTPOSTERIORMENTE AO ATO IMPETRADO - ERRO MATERIAL - INEXISTÊNCIA
- REJEIÇÃO DOS EMBARGOS.
1 - O Certificado de Registro de Fretamento expedido pelo Ministério
dos Transportes era válido até 16/02/2002, razão pela qual esta
Primeira Seção decidiu que ""vencida pelo decurso do tempo a
permissão que autorizava a execução de fretamentos, queda-se
prejudicada qualquer discussão tendente a desconstituir penalidade
aplicada à permissionária. Bem por isso, denega-se o Mandado de
Segurança pleiteado com esse objetivo"".
2 - Por sua vez, o certificado de Registro para Fretamento conferido
à impetrante pela Agência Nacional de Transportes Terrestres -ANTTem nada altera o resultado do julgamento do mandamus, pois esta
autorização foi expedida em data posterior ao ato impetrado,
tratando-se de questão alheia ao objeto da presente ação
mandamental.
3 - Ausentes os defeitos previstos no artigo 535 do Código de
Processo Civil e inexistindo o erro material apontado, devem ser
rejeitados os embargos declaratórios.
4 - Embargos de declaração rejeitados.
Decisão
Vistos, relatados e discutidos estes autos, acordam os Ministros da
PRIMEIRA SEÇÃO do Superior Tribunal de Justiça, na conformidade dos
votos e das notas taquigráficas a seguir, por unanimidade, rejeitar
os embargos de declaração, nos termos do voto da Srª
Ministra-Relatora. Os Srs. Ministros Francisco Peçanha Martins, José
Delgado, Francisco Falcão, Franciulli Netto, Luiz Fux, João Otávio
de Noronha, Teori Albino Zavascki e Castro Meira votaram com a Sra.
Ministra Relatora.",,,,,ANTT,2025-07-22 00:37:06,extração_principal,Outros,rodoviário,Brasil,Federal,,jurisdicao_federal
REsp 1054390 / DF,,2009-11-19,urn:lex:br:superior.tribunal.justica;turma.1:acordao;resp:2009-11-19;1054390-982433,ANTT,,Jurisprudência,Federal,,"ADMINISTRATIVO. RECURSO ESPECIAL. AÇÃO ORDINÁRIA. TRANSPORTE
INTERESTADUAL DE PASSAGEIROS. ESTATUTO DO IDOSO. PLENA EFETIVIDADE
DA NORMA QUE PREVÊ GRATUIDADE.
1. A Lei 10.741/2003 (Estatuto do Idoso) prevê a reserva de duas
vagas gratuitas, por veículo, para idosos com renda igual ou
inferior a dois salários mínimos, no sistema de transporte coletivo
interestadual, bem como desconto de cinquenta por cento (50%), no
mínimo, no valor das passagens, para os idosos que excederem as
vagas gratuitas, com renda igual ou inferior a dois salários
mínimos.
2. Com o ajuizamento da presente ação, a parte autora pretende
desobrigar-se de conceder o referido benefício, enquanto não houver
a necessária regulamentação da matéria e a criação da respectiva
fonte de custeio, de modo a preservar o equilíbrio
econômico-financeiro do contrato de concessão.
3. Com o objetivo de regulamentar o benefício em questão, foi
editado, inicialmente, o Decreto 5.130/2004, que, embora tenha
conferido amplo tratamento à matéria, foi omisso quanto à criação da
mencionada fonte de custeio.
4. Mais recentemente, no entanto, foi editado o Decreto 5.934/2006,
que estabelece mecanismos e critérios a serem adotados na aplicação
do disposto no art. 40 da Lei 10.741/2003, passando a prever, em seu
art. 9º, que, ""disponibilizado o benefício tarifário, aANTT, a
ANTAQ e o concessionário ou permissionário adotarão as providências
cabíveis para o atendimento ao disposto no caput do art. 35 da Lei
nº 9.074, de 7 de julho de 1995"". Dispôs, ainda, em seu parágrafo
único, que ""a concessionária ou permissionária deverá apresentar a
documentação necessária para a comprovação do impacto do benefício
no equilíbrio econômico-financeiro do contrato, observados os termos
da legislação aplicável"".
5. No intuito de conferir efetividade à norma em comento, aANTTexpediu a Resolução 1.692/2006, dispondo que ""aANTT, em Resolução
específica, estabelecerá a revisão da planilha tarifária para
recomposição do equilíbrio econômico-financeiro, em observância ao
disposto no caput do art. 35 da Lei nº 9.074, de 7 de julho de 1995,
referente às duas vagas de que trata o caput do art. 2º desta
Resolução, caso o benefício concedido aos idosos resulte
comprovadamente em desequilíbrio econômico-financeiro dos
contratos"".
6. Verifica-se, desse modo, que a legislação atual, a qual deve ser
levada em consideração por força do disposto no art. 462 do CPC,
prevê mecanismos adequados para a recomposição de prejuízos
eventualmente suportados pelas concessionárias prestadoras do
serviço de transporte interestadual de passageiro, dependendo
somente da efetiva comprovação do impacto econômico-financeiro
negativo em decorrência dos descontos concedidos.
7. Essa parece ser a solução mais adequada ao caso, pois, como bem
ressaltado no acórdão recorrido, ""os veículos que executam o
transporte interestadual trafegam, normalmente, com substancial
ociosidade de vagas, sendo certo que, diante dessa situação, o
transporte gratuito de dois idosos e a concessão de descontos aos
demais não traria prejuízos tão graves às concessionárias a ponto de
representar risco ao equilíbrio econômico-financeiro dos seus
contratos de concessão"".
8. Registra-se, por oportuno, que o Supremo Tribunal Federal, ao
apreciar a matéria em questão nos autos da Suspensão de Segurança
3.052/DF, já se manifestou, por intermédio de decisão proferida pelo
eminente Ministro Gilmar Mendes, que ""suposto prejuízo ou
desequilíbrio de custos na equação da prestação dos serviços
concedidos pode ser eventualmente superado, a partir da atuação da
própria Administração, ou desta em conjunto com as prestadoras do
serviço"".
9. A questão envolvendo a necessidade da criação de uma fonte de
custeio para a instituição ou majoração de benefício ou serviço da
seguridade social, nos termos do que dispõe o § 5º do art. 195 da
Constituição Federal, não pode ser analisada em sede de recurso
especial, por envolver matéria de natureza constitucional.
10. Recurso especial desprovido.
Decisão
Vistos, relatados e discutidos estes autos, acordam os Ministros da
Primeira Turma do Superior Tribunal de Justiça: A Turma, por
unanimidade, negou provimento ao recurso especial, nos termos do
voto da Sra. Ministra Relatora. Os Srs. Ministros Benedito
Gonçalves, Hamilton Carvalhido, Luiz Fux e Teori Albino Zavascki
votaram com a Sra. Ministra Relatora.",,,,,ANTT,2025-07-22 00:37:06,extração_principal,Outros,geral,Brasil,Federal,,jurisdicao_federal
MS 20468 / DF,,2013-12-11,urn:lex:br:superior.tribunal.justica;secao.1:acordao;ms:2013-12-11;20468-1326415,ANTT,,,Federal,,"ADMINISTRATIVO. CONTRATO. EXPLORAÇÃO DOS SERVIÇOS DE TRANSPORTE
RODOVIÁRIO INTERESTADUAIS DE PASSAGEIROS - TRIP. LICITAÇÃO. PLANO
GERAL DE OUTORGA APRESENTADO PELAANTT. DECADÊNCIA. NÃO OCORRÊNCIA.
DECISÃO COM TRÂNSITO EM JULGADO. EFEITOS ULTRA PARTES. PRORROGAÇÃO
DO PRAZO DE QUINZE ANOS. DECRETO Nº 952/93. ATO DISCRICIONÁRIO.
INEXISTÊNCIA DE DIREITO LÍQUIDO E CERTO.
1. Trata-se de mandado de segurança impetrado por Auto Viação
Catarinense Ltda contra ato do Exmo. Sr. Ministro do Transporte em
razão do Despacho publicado no DOU de 19.7.2013, referente ao
Processo nº 50500.041858/2011-22, aprovando o Plano Geral de Outorga
apresentado pelaANTTque visa à permissão para exploração dos
Serviços de Transporte Rodoviário Interestaduais de Passageiros -
TRIP operados por ônibus rodoviários. 2. A impetrante alega,
resumidamente, que seu direito líquido e certo à manutenção das
permissões de serviço público (transporte rodoviário interestadual
de passageiros) vem sendo violado pela autoridade dita coatora, que
colocará em licitação suas linhas cujos contratos foram declarados
vigentes por decisão judicial transitada em julgado até 08.10.2023,
uma vez que foi reconhecido o prazo contratual de 30 anos.
3. Não há que se falar em decadência. É que a Resolução 2.868/2008
daANTTutilizou como fundamento o Decreto nº 2521/98, cuja
aplicação em relação as linhas da impetrante foi afastada por
decisão transitada em julgada. Logo, tal resolução não pode ser tida
como ato coator.
4. Conforme prova documental pré-constituída apresentada no presente
 mandado de segurança, a coisa julgada em questão atinge a ora
impetrante (Auto Viação Catarinense Ltda), uma vez que as linhas em
discussão foram cedidas pelas partes presentes na ação originária
(Viação Itapemirim S.A. e Empresa Nossa Senhora da Penha S.A).
5. A decisão judicial tida como transitada em julgado, a qual seria
atingida pelo Plano Geral de Outorga, tem como partes a Viação
Itapemirim S/A e a Empresa de Ônibus Nossa Senhora da Penha,
empresas que teriam transferido os direitos e obrigações para a
exploração das linhas descritas na inicial à impetrante.
6. Em regra, segundo o art. 472 do CPC, ""a sentença faz coisa
julgada às partes entre as quais é dada, não beneficiando, nem
prejudicando terceiros"". Porém, como sabemos, há casos em que a
coisa julgada pode beneficiar ou prejudicar terceiros, sendo ultra
partes, por exemplo, nos casos em que terceiro adquire a coisa em
litígio, como ocorreu na presente hipótese, em que há a substituição
processual ulterior decorrente de coisa litigiosa.  É o que se pode
observar do art. 42, § 3º, do CPC.
7. No presente caso, as linhas em discussão foram regularmente
cedidas à impetrante, sendo essa transferência de direitos e
obrigações dos contratos de permissão resguardada pelas decisões
proferidas pelo Ministério dos Transportes, de 14.04.1999, nos autos
dos processos nºs 50000.003477/99-83 e 50000.003478/99-46,
publicadas no DOU de 16.4.99 (fls. 67), o que garante à Viação
Catarinense Ltda,  substituta processual ulterior decorrente da
alienação de coisa litigiosa, legitimidade para defender os efeitos
da coisa julgada em questão.
8. De acordo com a sentença judicial transitada em julgado, em ação
declaratória apresentada pelas empresas Viação Itapemirim S.A. e
Empresa Nossa Senhora da Penha S.A em face da União, o Juízo Federal
da Seção Judiciária do Espírito Santo, no processo nº 99.0031632-0,
reconheceu a invalidade da cláusula 3ª de cada um dos contratos em
vigor e a ineficácia do art. 8º do Decreto n° 2.521/98 e julgou
procedente o pedido para declarar que o prazo de cada um dos novos
contratos assinados pelas autoras e pela ré em abril de 1999, em
relação às linhas de transportes interestaduais de passageiros de
ônibus que se encontravam concedidas e/ou permitidas sob a égide do
Decreto n° 952/93, seria de 15 (quinze) anos, prorrogáveis por igual
período.
9. Ora, a decisão transitada em julgado dispôs que o prazo seria de
15 anos prorrogáveis por igual período, ou seja, consignou tão
somente a possibilidade de prorrogação por mais 15 anos, não
havendo, dessa forma direito líquido e certo a tal prorrogação, uma
vez que esta é faculdade outorgada à Administração, exercida segundo
critérios de conveniência e oportunidade.  Assim, ao reconhecer a
possibilidade de prorrogação das permissões originais, o juízo nada
mais fez do que declarar a expectativa de direito dos autores na
aludida prorrogação, que não pode nem deve ser confundida com o
direito a tal prorrogação. Dessa forma, o que se tem de líquido e
certo é apenas o direito dos novos contratos assinados pelas autoras
e pela ré em abril de 1999, em relação às linhas de transportes
interestaduais de passageiros de ônibus que se encontravam
concedidas e/ou permitidas sob a égide do Decreto n° 952/93, ter
prazo de 15 (quinze) anos, no presente caso, até 08.10.2008, que
poderiam ter sido prorrogados por mais 15 anos, em razão da garantia
da aplicação do Decreto n° 952/93 e não do do Decreto n° 2.521/98, o
que não ocorreu por motivo de ausência de interesse da Administração
Pública.
10. Segurança denegada.
Decisão
Vistos, relatados e discutidos esses autos em que são partes as
acima indicadas, acordam os Ministros da PRIMEIRA SEÇÃO do Superior
Tribunal de Justiça, na conformidade dos votos e das notas
taquigráficas, o seguinte resultado de julgamento:
""A Seção, por unanimidade, denegou a segurança, nos termos do voto
do Sr. Ministro Relator.""
Os Srs. Ministros Benedito Gonçalves, Sérgio Kukina, Ari Pargendler,
Eliana Calmon, Arnaldo Esteves Lima, Napoleão Nunes Maia Filho e Og
Fernandes votaram com o Sr. Ministro Relator.
Ausente, justificadamente, o Sr. Ministro Herman Benjamin.
Presidiu o julgamento o Sr. Ministro Humberto Martins.",,,,,ANTT,2025-07-22 00:37:06,extração_principal,Outros,rodoviário,Brasil,Federal,,jurisdicao_federal
AgInt no REsp 2126054 / RJ,,2024-06-10,urn:lex:br:superior.tribunal.justica;turma.2:acordao;resp:2024-06-10;2126054-2445789,ANTT,,,Federal,,"PROCESSUAL CIVIL. NA ORIGEM. ADMINISTRATIVO. EMBARGOS À EXECUÇÃO
FISCAL.ANTT. MULTA. CDA. EXERCÍCIO DO PODER NORMATIVO CONFERIDO ÀS
AGÊNCIAS REGULADORAS. VÍCIOS NOS PROCESSOS ADMINISTRATIVOS. NÃO
COMPROVAÇÃO. NESTA CORTE CONHECEU EM PARTE E NESSA PARTE NEGOU
PROVIMENTO. AGRAVO INTERNO. ANÁLISE DAS ALEGAÇÕES. MANUTENÇÃO DA
DECISÃO RECORRIDA QUE CONHECEU EM PARTE E NEGOU-LHE PROVIMENTO.
I - Na origem, trata-se de embargos à execução opostos por Útil
Transportes Interestadual de Luxo S.A. contra execução fiscal
ajuizada por Agência Nacional de Transportes Terrestres -ANTT. Na
sentença, julgou-se improcedente o pedido. No Tribunal a sentença
foi mantida.
II - No STJ, cuida-se de agravo interno interposto contra decisão
que conheceu em parte e, nessa parte, negou-lhe provimento. Na
petição de agravo interno, a parte agravante repisa as alegações que
foram objeto de análise na decisão recorrida.
III - Não há violação do art. 1.022 do CPC/2015 quando o Tribunal a
quo se manifesta clara e fundamentadamente acerca dos pontos
indispensáveis para o desate da controvérsia, apreciando-a (art. 165
do CPC/1973 e art. 489 do CPC/2015), apontando as razões de seu
convencimento, ainda que de forma contrária aos interesses da parte,
como verificado na hipótese. O julgador não está obrigado a
responder a todas as questões suscitadas pelas partes, quando já
tenha encontrado motivo suficiente para proferir a decisão. A
prescrição trazida pelo art. 489 do CPC/2015 confirma a
jurisprudência já sedimentada pelo Colendo Superior Tribunal de
Justiça, ""sendo dever do julgador apenas enfrentar as questões
capazes de infirmar a conclusão adotada na decisão recorrida"". [EDcl
no MS 21.315/DF, relatora Ministra Diva Malerbi (Desembargadora
convocada TRF 3ª Região), Primeira Seção, julgado em 8/6/2016, DJe
15/6/2016.]
IV - Em relação à Resolução n. 3.075/2009 daANTT, como cediço, ""Não
cabe, no âmbito do recurso especial, a apreciação de eventual
ofensa a decreto regulamentar, resoluções, portarias ou instruções
normativas, por não se enquadrarem no conceito de lei federal, nos
termos do art. 105, III, da Constituição Federal. É inviável a
apreciação de ofensa a eventual violação de dispositivos e
princípios constitucionais, sob pena de usurpação da competência
atribuída ao Supremo Tribunal Federal, nos termos do art. 102 da
Constituição Federal, ainda que para fins de prequestionamento"".
(AgInt no AREsp n. 2.449.644/SP, relator Ministro Marco Aurélio
Bellizze, Terceira Turma, julgado em 26/2/2024, DJe de 28/2/2024.)
V - Quanto à alegação de violação do princípio da proporcionalidade,
razoabilidade, ampla defesa e da legalidade, a modificação do
julgado, nos moldes pretendidos, importaria o reexame dos elementos
de convicção postos no processo, providência incompatível com a via
estreita do recurso especial, nos termos da Súmula n. 7 do STJ. A
propósito: AgInt no AREsp 1.920.505/PR, relatora Ministra Assusete
Magalhães, Segunda Turma, julgado em 28/3/2022, DJe de 30/3/2022; e
AgInt no AREsp 1.926.205/SP, relator Ministro Manoel Erhardt
(Desembargador Convocado do TRF5), Primeira Turma, julgado em
21/3/2022, DJe de 24/3/2022.
VI - A alteração do julgado, a fim de constatar que os critérios
adotados não são suficientes para assegurar o respeito ao princípio
da proporcionalidade, bem como que contraria a Resolução n.
3.075/2009, importaria prévia apreciação dos referidos atos
normativos, os quais não se enquadram no conceito de lei federal de
que trata o art. 105 da Constituição da República, e reapreciação
dos elementos de convicção presentes nos autos, o que encontra óbice
da Súmula n. 7 do STJ.
VII - Em relação ao alegado descumprimento de prazos (art. 49 da Lei
n. 9.784/99, merece registro que esta Corte já se posicionou no
sentido de que o art. 49 da Lei n. 9.784/99 é impróprio,
considerando a ausência de qualquer penalidade prevista na citada
lei ante o seu descumprimento
VIII - Evidencia-se a deficiência na fundamentação recursal quando o
recorrente não indica qual dispositivo de lei federal teria sido
violado, bem como não desenvolve argumentação, a fim de demonstrar
em que consiste a ofensa aos dispositivos tidos por violados. A via
estreita do recurso especial exige a demonstração inequívoca da
ofensa ao dispositivo mencionado nas razões do recurso, bem como a
sua particularização, a fim de possibilitar exame em conjunto com o
decidido nos autos, sendo certo que a falta de indicação dos
dispositivos infraconstitucionais tidos como violados caracteriza
deficiência de fundamentação, fazendo incidir, por analogia, o
disposto no enunciado n. 284 da Súmula do STF: ""É inadmissível o
recurso extraordinário, quando a deficiência na sua fundamentação
não permitir a exata compreensão da controvérsia.""
IX - Agravo interno improvido.
Decisão
Vistos e relatados estes autos em que são partes as acima
indicadas, acordam os Ministros da SEGUNDA TURMA do Superior
Tribunal de Justiça, em sessão virtual de 04/06/2024 a 10/06/2024,
por unanimidade, negar provimento ao recurso, nos termos do voto do
Sr. Ministro Relator.
Os Srs. Ministros Herman Benjamin, Mauro Campbell Marques, Teodoro
Silva Santos e Afrânio Vilela  votaram com o Sr. Ministro Relator.
Presidiu o julgamento o Sr. Ministro Afrânio Vilela.",,,,,ANTT,2025-07-22 00:37:06,extração_principal,Outros,rodoviário,Brasil,Federal,,jurisdicao_federal
ARE 1094010 AgR / ES - ESPÍRITO SANTO,,2018-04-20,urn:lex:br:supremo.tribunal.federal;turma.2:acordao;are:2018-04-20;1094010-5326986,ANTT,,Jurisprudência,Federal,,"AGRAVO REGIMENTAL EM RECURSO EXTRAORDINÁRO COM AGRAVO. ADMINISTRATIVO. APLICAÇÃO DE MULTA POR MEIO DE RESOLUÇÃO.ANTT. MATÉRIA INFRACONSTITUCIONAL. AGRAVO INTERNO DESPROVIDO.



    1. A análise de alegação que deva ser contrastada com a interpretação de normas infraconstitucionais encontra óbice na jurisprudência desta Corte. Súmula 636 do STF.



    2. É possível o envio dos autos ao Superior Tribunal de Justiça para que processe a demanda, quando não há interposição simultânea dos recursos extraordinário e especial e o acórdão recorrido tenha sido publicado posteriormente ao marco inicial de vigência do CPC/15. Art. 1.033 do CPC.



    3. Agravo regimental a que se dá parcial provimento, para manter a decisão recorrida e remeter os autos ao Superior Tribunal de Justiça, nos termos do art. 1.033 do CPC.",,,,,ANTT,2025-07-22 00:37:06,extração_principal,Outros,rodoviário,Brasil,Federal,,jurisdicao_federal
RE 811314 AgR / SC - SANTA CATARINA,,2019-05-17,urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:2019-05-17;811314-5087327,ANTT,,Legislação,Federal,,"EMENTA: DIREITO PROCESSUAL CIVIL. AGRAVO INTERNO EM RECURSO EXTRAORDINÁRIO. TRANSPORTE DE CARGA. ART. 5º-A DA LEI Nº 11.442/2007 E RESOLUÇÃO -ANTTNº 3.658/2011. NÃO DEMONSTRAÇÃO DA RELEVÂNCIA E TRANSCENDÊNCIA DO CASO CONCRETO PARA FINS DE RECONHECIMENTO DA REPERCUSSÃO GERAL. REQUISITOS FÁTICOS, JURÍDICOS E COMPARATIVOS NÃO PREENCHIDOS. 



    1. Nos termos do art. 85, § 11, do CPC/2015, fica majorado em 25% o valor da verba honorária fixada anteriormente, observados os limites legais do art. 85, §§ 2º e 3º, do CPC/2015.



    2.  Agravo interno a que se nega provimento, com aplicação da multa prevista no art. 1.021, § 4º, do CPC/2015.",,,,,ANTT,2025-07-22 00:37:06,extração_principal,Outros,rodoviário,Brasil,Federal,,jurisdicao_federal
ADI 5371 / DF - DISTRITO FEDERAL,,2022-03-02,urn:lex:br:supremo.tribunal.federal;plenario:acordao;adi:2022-03-02;5371-4834219,AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES,,Jurisprudência,Federal,,"Ementa: Direito constitucional e administrativo. Ação direta de inconstitucionalidade. Previsão legal de sigilo em processos administrativos. 



    1.  Ação direta contra o art. 78-B da Lei nº 10.233/2001, que estabelece sigilo em processos administrativos sancionadores instaurados pela Agência Nacional de Transportes Terrestres -ANTTe pela Agência Nacional de Transportes Aquaviários - ANTAQ.



    2.  A regra no Estado democrático de Direito inaugurado pela Constituição de 1988 é a publicidade dos atos estatais, sendo o sigilo absolutamente excepcional. Somente em regimes ditatoriais pode ser admitida a edição ordinária de atos secretos, imunes ao controle social. O regime democrático obriga a Administração Pública a conferir máxima transparência aos seus atos. Essa é também uma consequência direta de um conjunto de normas constitucionais, tais como o princípio republicano (art. 1º, CF/1988), o direito de acesso à informação detida por órgãos públicos (art. 5º, XXXIII, CF/1988) e o princípio da publicidade (art. 37, caput e § 3º, II, CF/1988).



    3.  A Constituição ressalva a publicidade em apenas duas hipóteses: (i) informações cujo sigilo seja imprescindível à segurança do Estado e da sociedade (art. 5º, XXXIII, parte final); e (ii) proteção à intimidade, vida privada, honra e imagem das pessoas (arts. 5º, X e 37, § 3, II, CF/1988). Como se vê, o sigilo só pode ser decretado em situações específicas, com forte ônus argumentativo a quem deu origem à restrição ao direito fundamental à informação, observado o princípio da proporcionalidade.



    4.  A restrição contida no dispositivo legal impugnado não se amolda às exceções legítimas ao acesso à informação pública. Não se vislumbra, em abstrato, nos processos administrativos instaurados pelaANTTe pela ANTAQ para apuração de infrações e/ou aplicação de penalidades, nenhuma informação cujo sigilo seja imprescindível à segurança do Estado e da sociedade ou que configure violação ao núcleo essencial dos direitos da personalidade. 



    5.  Procedência do pedido, com a declaração de inconstitucionalidade do art. 78-B da Lei nº 10.233/2001.



    6.  Fixação da seguinte tese de julgamento: “Os processos administrativos sancionadores instaurados por agências reguladoras contra concessionárias de serviço público devem obedecer ao princípio da publicidade durante toda a sua tramitação, ressalvados eventuais atos que se enquadrem nas hipóteses de sigilo previstas em lei e na Constituição”.",,,,,ANTT,2025-07-22 00:37:06,extração_principal,Outros,marítimo,Brasil,Federal,,jurisdicao_federal
Acórdão do processo Nº AIRR - 1801-26.2009.5.10.0003,,2014-08-20,urn:lex:br:tribunal.superior.trabalho;turma.6:acordao;airr:2014-08-20;1801-2009-3-10-0,AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES,,Jurisprudência,Federal,,"AGRAVO DE INSTRUMENTO da agência nacional de transportes terrestres (antt). responsabilidade subsidiária. ente público. súmula 331, v, do tst. Confirmada a ordem de obstaculização do recurso de revista, na medida em que não demonstrada a satisfação dos requisitos de admissibilidade, insculpidos no art. 896 da CLT. Agravo de instrumento não provido. AGRAVO DE INSTRUMENTO da fundação universidade de brasília (fub). competência da justiça do trabalho. contrato nulo. depósitos do fgts. cabimento. súmula 363 do tst. Confirmada a ordem de obstaculização do recurso de revista, na medida em que não demonstrada a satisfação dos requisitos de admissibilidade, insculpidos no art. 896 da CLT. Agravo de instrumento não provido.",,,,,ANTT,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,jurisdicao_federal
ACÓRDÃO TRT 1ª  / 6ª Turma / 0000895-27.2010.5.01.0205 - DOERJ 11-04-2011,,2011-04-11,urn:lex:br;justica.trabalho;regiao.1:tribunal.regional.trabalho;turma.6:acordao:2011-04-11;00008952720105010205,ANTT,,,Federal,,"TRANSPORTADOR AUTÔNOMO - CONFIGURAÇÃO. Constatando pela prova documental que a atividade desenvolvida pelo Reclamante de transporte de cargas ocorria de acordo com a necessidade extraordinária de serviços na Reclamada. E, confessando o  Autor que somente recebia por fretes e arcava com as despesas do veículo, como também, afirmando que o serviço somente era desempenhado quando havia carga para ser transportada, além de informar que possuía inscrição naANTT, assinalo que a atividade desenvolvida tinha natureza comercial nos moldes estabelecidos pela Lei 11.442/2007. Frise-se que o próprio Reclamante revelou que assumia os riscos econômicos de suas atividades. Por todos esses fatos, Improcede a pretensão autoral quanto à existência de vínculo empregatício.",,,,,ANTT,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
ACÓRDÃO TRT 1ª  / 10ª Turma / 0010085-58.2013.5.01.0221 - DOERJ 30-06-2015,,2015-06-30,urn:lex:br;justica.trabalho;regiao.1:tribunal.regional.trabalho;turma.10:acordao:2015-06-30;00100855820135010221,AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES,,Jurisprudência,Federal,,"RECURSO ORDINÁRIO. MOTORISTA DE CARGA. CONTRATO COMERCIAL. AUSÊNCIA DE VÍNCULO DE EMPREGO. A Lei n° 11.442/07, ao disciplinar o transporte rodoviário de cargas, exigiu o cumprimento de alguns requisitos para a configuração da atividade de natureza comercial nela insculpida, previu a condição de Transportador Autônomo de Cargas (TAC) - pessoa física que tenha no transporte rodoviário de cargas a sua atividade profissional -, como agregado ou independente, como preceitua seu artigo 4º. Cumpridas as exigências dessa lei e das Resoluções n.º 3.056/2009 e 3.658/2011 da Agência Nacional de Transportes Terrestres (ANTT), configurado está o contrato de serviços de natureza comercial, insculpido no artigo 730 do Código Civil, não ensejando qualquer caracterização de vínculo de emprego.",,,,,ANTT,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
