search_term,date_searched,url,title,urn,urn_type,country,state,municipality,justice,region,court_class,document_type_full,promulgation_date,document_description
veículos pesados,2025-06-06 12:27:47,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo:estadual:decreto:1962-11-06;40995,"Decreto nº 40.995, de 06/11/1962",urn:lex:br;sao.paulo:estadual:decreto:1962-11-06;40995,legislation,Brasil,São Paulo,,,,,Decreto Estadual 40995,06-11-1962,"Decreto Estadual 40995, promulgada em 06-11-1962, Estado de São Paulo, Brasil"
veículos pesados,2025-06-06 12:27:47,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;uberaba:municipal:lei:1988-12-20;4209,"Lei nº 4209 , de 20 de dezembro de 1988",urn:lex:br;minas.gerais;uberaba:municipal:lei:1988-12-20;4209,legislation,Brasil,Minas Gerais,Uberaba,,,,Lei Municipal 4209,20-12-1988,"Lei Municipal 4209, promulgada em 20-12-1988, Município de Uberaba, Estado de Minas Gerais, Brasil"
veículos pesados,2025-06-06 12:27:47,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;itabirito:municipal:lei:2015-06-01;3073,"Lei n° 3073, de 01 de Junho de 2015",urn:lex:br;minas.gerais;itabirito:municipal:lei:2015-06-01;3073,legislation,Brasil,Minas Gerais,Itabirito,,,,Lei Municipal 3073,01-06-2015,"Lei Municipal 3073, promulgada em 01-06-2015, Município de Itabirito, Estado de Minas Gerais, Brasil"
veículos pesados,2025-06-06 12:27:47,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.recursal.juizados.especiais.civeis.criminais.df.1:acordao:2001-08-14;144043,Acórdão nº 144043 do Processo nº20000110890305acj,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.recursal.juizados.especiais.civeis.criminais.df.1:acordao:2001-08-14;144043,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, recursal.juizados.especiais.civeis.criminais.df.1ª turma",Acórdão número 144043,14-08-2001,"Acórdão número 144043, publicado em 14-08-2001, Tribunal Justica Distrito Federal Territorios, recursal.juizados.especiais.civeis.criminais.df.1ª turma, Distrito Federal"
veículos pesados,2025-06-06 12:27:47,https://www.lexml.gov.br/urn/urn:lex:br;rio.janeiro;miguel.pereira:municipal:decreto:2011-08-18;3894,"Decreto n° 3894, de 18 de Agosto de 2011",urn:lex:br;rio.janeiro;miguel.pereira:municipal:decreto:2011-08-18;3894,legislation,Brasil,Rio.Janeiro,Miguel Pereira,,,,Decreto Municipal 3894,18-08-2011,"Decreto Municipal 3894, promulgada em 18-08-2011, Município de Miguel Pereira, Estado de Rio.Janeiro, Brasil"
veículos pesados,2025-06-06 12:27:47,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo:estadual:lei:1964-11-13;8408,"Lei nº 8.408, de 13/11/1964",urn:lex:br;sao.paulo:estadual:lei:1964-11-13;8408,legislation,Brasil,São Paulo,,,,,Lei Estadual 8408,13-11-1964,"Lei Estadual 8408, promulgada em 13-11-1964, Estado de São Paulo, Brasil"
veículos pesados,2025-06-06 12:27:47,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo:estadual:decreto:1960-11-23;37545,"Decreto nº 37.545, de 23/11/1960",urn:lex:br;sao.paulo:estadual:decreto:1960-11-23;37545,legislation,Brasil,São Paulo,,,,,Decreto Estadual 37545,23-11-1960,"Decreto Estadual 37545, promulgada em 23-11-1960, Estado de São Paulo, Brasil"
veículos pesados,2025-06-06 12:27:47,https://www.lexml.gov.br/urn/urn:lex:br;rio.grande.sul;terra.areia:municipal:lei:1995-12-06;528,"Lei Municipal nº 528, de 06 de dezembro de 1995",urn:lex:br;rio.grande.sul;terra.areia:municipal:lei:1995-12-06;528,legislation,Brasil,Rio.Grande.Sul,Terra Areia,,,,Lei Municipal 528,06-12-1995,"Lei Municipal 528, promulgada em 06-12-1995, Município de Terra Areia, Estado de Rio.Grande.Sul, Brasil"
veículos pesados,2025-06-06 12:27:47,https://www.lexml.gov.br/urn/urn:lex:br;rio.grande.sul;herval:municipal:lei:2018-04-05;1409,"Lei Municipal nº 1.409, de 05 de abril de 2018",urn:lex:br;rio.grande.sul;herval:municipal:lei:2018-04-05;1409,legislation,Brasil,Rio.Grande.Sul,Herval,,,,Lei Municipal 1409,05-04-2018,"Lei Municipal 1409, promulgada em 05-04-2018, Município de Herval, Estado de Rio.Grande.Sul, Brasil"
veículos pesados,2025-06-06 12:27:47,https://www.lexml.gov.br/urn/urn:lex:br;rio.grande.sul;pedras.altas:municipal:decreto:2017-01-04;1772,"Decreto (municipal) nº 1.772, de 04 de janeiro de 2017",urn:lex:br;rio.grande.sul;pedras.altas:municipal:decreto:2017-01-04;1772,legislation,Brasil,Rio.Grande.Sul,Pedras Altas,,,,Decreto Municipal 1772,04-01-2017,"Decreto Municipal 1772, promulgada em 04-01-2017, Município de Pedras Altas, Estado de Rio.Grande.Sul, Brasil"
veículos pesados,2025-06-06 12:27:47,https://www.lexml.gov.br/urn/urn:lex:br;rio.grande.sul;machadinho:municipal:lei:2018-08-02;2999,"Lei Municipal nº 2.999, de 02 de agosto de 2018",urn:lex:br;rio.grande.sul;machadinho:municipal:lei:2018-08-02;2999,legislation,Brasil,Rio.Grande.Sul,Machadinho,,,,Lei Municipal 2999,02-08-2018,"Lei Municipal 2999, promulgada em 02-08-2018, Município de Machadinho, Estado de Rio.Grande.Sul, Brasil"
veículos pesados,2025-06-06 12:27:47,https://www.lexml.gov.br/urn/urn:lex:br;rio.grande.sul;santa.margarida.sul:municipal:lei:2019-05-28;980,"Lei Municipal nº 980, de 28 de maio de 2019",urn:lex:br;rio.grande.sul;santa.margarida.sul:municipal:lei:2019-05-28;980,legislation,Brasil,Rio.Grande.Sul,Santa Margarida Sul,,,,Lei Municipal 980,28-05-2019,"Lei Municipal 980, promulgada em 28-05-2019, Município de Santa Margarida Sul, Estado de Rio.Grande.Sul, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br:federal:lei:1974-12-19;6194,"Lei nº 6.194, de 19 de Dezembro de 1974",urn:lex:br:federal:lei:1974-12-19;6194,legislation,Brasil,,,,,,Lei Federal 6194,19-12-1974,"Lei Federal 6194, promulgada em 19-12-1974, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br;rio.janeiro;mangaratiba:municipal:lei:2016-04-07;999,"Lei n° 999, de 07 de Abril de 2016",urn:lex:br;rio.janeiro;mangaratiba:municipal:lei:2016-04-07;999,legislation,Brasil,Rio.Janeiro,Mangaratiba,,,,Lei Municipal 999,07-04-2016,"Lei Municipal 999, promulgada em 07-04-2016, Município de Mangaratiba, Estado de Rio.Janeiro, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;divinopolis:municipal:lei:1952-07-10;241,"Lei Ordinária n° 241, de 10 de Julho de 1952",urn:lex:br;minas.gerais;divinopolis:municipal:lei:1952-07-10;241,legislation,Brasil,Minas Gerais,Divinopolis,,,,Lei Municipal 241,10-07-1952,"Lei Municipal 241, promulgada em 10-07-1952, Município de Divinopolis, Estado de Minas Gerais, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto.lei:1967-01-31;117,"Decreto-Lei nº 117, de 31 de Janeiro de 1967",urn:lex:br:federal:decreto.lei:1967-01-31;117,legislation,Brasil,,,,,,Decreto.Lei Federal 117,31-01-1967,"Decreto.Lei Federal 117, promulgada em 31-01-1967, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:lei:1993-12-27;7747,"Lei nº 7747, de 27 de Dezembro de 1993",urn:lex:br;sao.paulo;campinas:municipal:lei:1993-12-27;7747,legislation,Brasil,São Paulo,Campinas,,,,Lei Municipal 7747,27-12-1993,"Lei Municipal 7747, promulgada em 27-12-1993, Município de Campinas, Estado de São Paulo, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:decreto:1988-08-23;28571,"Decreto nº 28571, de 23 de agosto de 1988",urn:lex:br;minas.gerais:estadual:decreto:1988-08-23;28571,legislation,Brasil,Minas Gerais,,,,,Decreto Estadual 28571,23-08-1988,"Decreto Estadual 28571, promulgada em 23-08-1988, Estado de Minas Gerais, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br:federal:lei:1985-11-25;7408,"Lei nº 7.408, de 25 de Novembro de 1985",urn:lex:br:federal:lei:1985-11-25;7408,legislation,Brasil,,,,,,Lei Federal 7408,25-11-1985,"Lei Federal 7408, promulgada em 25-11-1985, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;hortolandia:municipal:lei:1994-05-26;186,"Lei n° 186, de 26 de maio de 1994",urn:lex:br;sao.paulo;hortolandia:municipal:lei:1994-05-26;186,legislation,Brasil,São Paulo,Hortolandia,,,,Lei Municipal 186,26-05-1994,"Lei Municipal 186, promulgada em 26-05-1994, Município de Hortolandia, Estado de São Paulo, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:lei:1999-04-15;13201,"Lei nº 13201, de 15 de abril de 1999",urn:lex:br;minas.gerais:estadual:lei:1999-04-15;13201,legislation,Brasil,Minas Gerais,,,,,Lei Estadual 13201,15-04-1999,"Lei Estadual 13201, promulgada em 15-04-1999, Estado de Minas Gerais, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br;santa.catarina:estadual:lei:1999-11-17;11223,"Lei Promulgada Nº 11.223, de 17 de novembro de 1999",urn:lex:br;santa.catarina:estadual:lei:1999-11-17;11223,legislation,Brasil,Santa Catarina,,,,,Lei Estadual 11223,17-11-1999,"Lei Estadual 11223, promulgada em 17-11-1999, Estado de Santa Catarina, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;uberaba:municipal:lei:1985-10-09;3652,"Lei nº 3652 , de 9 de outubro de 1985",urn:lex:br;minas.gerais;uberaba:municipal:lei:1985-10-09;3652,legislation,Brasil,Minas Gerais,Uberaba,,,,Lei Municipal 3652,09-10-1985,"Lei Municipal 3652, promulgada em 09-10-1985, Município de Uberaba, Estado de Minas Gerais, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.1:acordao;resp:1998-08-18;29135-226194,REsp 29135 / SC,urn:lex:br:superior.tribunal.justica;turma.1:acordao;resp:1998-08-18;29135-226194,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 1ª turma",Acórdão (RESP) número 29135-226194,18-08-1998,"Acórdão (RESP) número 29135-226194, publicado em 18-08-1998, Superior Tribunal de Justiça, 1ª turma"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br:federal:medida.provisoria:2018-05-27;833,"Medida Provisória nº 833, de 27 de Maio de 2018",urn:lex:br:federal:medida.provisoria:2018-05-27;833,legislation,Brasil,,,,,,Medida Provisória Federal 833,27-05-2018,"Medida Provisória Federal 833, promulgada em 27-05-2018, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2018-08-24;13711,"Lei nº 13.711, de 24 de Agosto de 2018",urn:lex:br:federal:lei:2018-08-24;13711,legislation,Brasil,,,,,,Lei Federal 13711,24-08-2018,"Lei Federal 13711, promulgada em 24-08-2018, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:lei:1984-11-26;8750,"Lei nº 8750, de 26 de novembro de 1984",urn:lex:br;minas.gerais:estadual:lei:1984-11-26;8750,legislation,Brasil,Minas Gerais,,,,,Lei Estadual 8750,26-11-1984,"Lei Estadual 8750, promulgada em 26-11-1984, Estado de Minas Gerais, Brasil"
veículos de carga,2025-06-06 12:27:50,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;uberaba:municipal:lei:2004-11-12;9436,"Lei nº 9436 , de 12 de novembro de 2004",urn:lex:br;minas.gerais;uberaba:municipal:lei:2004-11-12;9436,legislation,Brasil,Minas Gerais,Uberaba,,,,Lei Municipal 9436,12-11-2004,"Lei Municipal 9436, promulgada em 12-11-2004, Município de Uberaba, Estado de Minas Gerais, Brasil"
veículos comerciais,2025-06-06 12:27:52,https://www.lexml.gov.br/urn/urn:lex:br:congresso.nacional:medida.provisoria;mpv:2023-06-30;1178,MPV 1178/2023,urn:lex:br:congresso.nacional:medida.provisoria;mpv:2023-06-30;1178,legislation,Brasil,,,,,,Medida Provisória (MPV) Federal 1178,30-06-2023,"Medida Provisória (MPV) Federal 1178, promulgada em 30-06-2023, Brasil"
transporte de mercadorias,2025-06-06 12:27:55,https://www.lexml.gov.br/urn/urn:lex:br:congresso.nacional:medida.provisoria;mpv:2022-12-21;1147,MPV 1147/2022,urn:lex:br:congresso.nacional:medida.provisoria;mpv:2022-12-21;1147,legislation,Brasil,,,,,,Medida Provisória (MPV) Federal 1147,21-12-2022,"Medida Provisória (MPV) Federal 1147, promulgada em 21-12-2022, Brasil"
modal rodoviário,2025-06-06 12:27:58,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2003-11-20;2562,PL 2562/2003,urn:lex:br:camara.deputados:projeto.lei;pl:2003-11-20;2562,legislation,Brasil,,,,,,Projeto.Lei (Pl) Camara.Deputados 2562,20-11-2003,"Projeto.Lei (Pl) Camara.Deputados 2562, promulgada em 20-11-2003, Brasil"
modal rodoviário,2025-06-06 12:27:58,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2018;1001137342,Descarregamento de contêineres,urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2018;1001137342,legislation,Brasil,,,,,,Artigo.Revista Rede.Virtual.Bibliotecas 1001137342,2018,"Artigo.Revista Rede.Virtual.Bibliotecas 1001137342, promulgada em 2018, Brasil"
modal rodoviário,2025-06-06 12:27:58,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;rr:2017-03-29;53800-2012-14-17-0,Acórdão do processo Nº RR - 53800-82.2012.5.17.0014,urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;rr:2017-03-29;53800-2012-14-17-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 7ª turma",Acórdão (RR) número 53800-2012-14-17-0,29-03-2017,"Acórdão (RR) número 53800-2012-14-17-0, publicado em 29-03-2017, Tribunal Superior do Trabalho, 7ª turma"
modal rodoviário,2025-06-06 12:27:58,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.4:acordao;resp:2018-11-27;1155590-1789335,REsp 1155590 / DF,urn:lex:br:superior.tribunal.justica;turma.4:acordao;resp:2018-11-27;1155590-1789335,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 4ª turma",Acórdão (RESP) número 1155590-1789335,27-11-2018,"Acórdão (RESP) número 1155590-1789335, publicado em 27-11-2018, Superior Tribunal de Justiça, 4ª turma"
modal rodoviário,2025-06-06 12:27:58,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:livro:2003;000658908,Transporte aéreo internacional,urn:lex:br:rede.virtual.bibliotecas:livro:2003;000658908,legislation,Brasil,,,,,,Livro Rede.Virtual.Bibliotecas 000658908,2003,"Livro Rede.Virtual.Bibliotecas 000658908, promulgada em 2003, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:lei:2003-12-19;11831,"Lei nº 11831, de 19 de Dezembro de 2003",urn:lex:br;sao.paulo;campinas:municipal:lei:2003-12-19;11831,legislation,Brasil,São Paulo,Campinas,,,,Lei Municipal 11831,19-12-2003,"Lei Municipal 11831, promulgada em 19-12-2003, Município de Campinas, Estado de São Paulo, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;hortolandia:municipal:lei:2017-06-07;3355,"Lei n° 3355, de 07 de junho de 2017",urn:lex:br;sao.paulo;hortolandia:municipal:lei:2017-06-07;3355,legislation,Brasil,São Paulo,Hortolandia,,,,Lei Municipal 3355,07-06-2017,"Lei Municipal 3355, promulgada em 07-06-2017, Município de Hortolandia, Estado de São Paulo, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br;santa.catarina:estadual:lei:2022-01-05;18324,"LEI Nº 18.324, DE 5 DE JANEIRO DE 2022",urn:lex:br;santa.catarina:estadual:lei:2022-01-05;18324,legislation,Brasil,Santa Catarina,,,,,Lei Estadual 18324,05-01-2022,"Lei Estadual 18324, promulgada em 05-01-2022, Estado de Santa Catarina, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2005;1000728182,O Abastecimento de GNV e as Prescrições da NR-16,urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2005;1000728182,legislation,Brasil,,,,,,Artigo.Revista Rede.Virtual.Bibliotecas 1000728182,2005,"Artigo.Revista Rede.Virtual.Bibliotecas 1000728182, promulgada em 2005, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:lei.complementar:2003-06-27;8,"Lei Complementar nº 8, de 27 de Junho de 2003",urn:lex:br;sao.paulo;campinas:municipal:lei.complementar:2003-06-27;8,legislation,Brasil,São Paulo,Campinas,,,,Lei.Complementar Municipal 8,27-06-2003,"Lei.Complementar Municipal 8, promulgada em 27-06-2003, Município de Campinas, Estado de São Paulo, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:distrital:lei:2022-01-05;7056,"Lei nº 7056, de 05 de janeiro de 2022",urn:lex:br;distrito.federal:distrital:lei:2022-01-05;7056,legislation,Brasil,Distrito Federal,,,,,Lei Distrital 7056,05-01-2022,"Lei Distrital 7056, promulgada em 05-01-2022, Estado de Distrito Federal, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br:federal:medida.provisoria:2023-01-01;1157,"Medida Provisória nº 1.157, de 1º de Janeiro de 2023",urn:lex:br:federal:medida.provisoria:2023-01-01;1157,legislation,Brasil,,,,,,Medida Provisória Federal 1157,01-01-2023,"Medida Provisória Federal 1157, promulgada em 01-01-2023, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br:federal:medida.provisoria:2023-02-28;1163,"Medida Provisória nº 1.163, de 28 de Fevereiro de 2023",urn:lex:br:federal:medida.provisoria:2023-02-28;1163,legislation,Brasil,,,,,,Medida Provisória Federal 1163,28-02-2023,"Medida Provisória Federal 1163, promulgada em 28-02-2023, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2017-06-06;7807,PL 7807/2017,urn:lex:br:camara.deputados:projeto.lei;pl:2017-06-06;7807,legislation,Brasil,,,,,,Projeto.Lei (Pl) Camara.Deputados 7807,06-06-2017,"Projeto.Lei (Pl) Camara.Deputados 7807, promulgada em 06-06-2017, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:lei:2007-04-03;12885,"Lei nº 12885, de 03 de Abril de 2007",urn:lex:br;sao.paulo;campinas:municipal:lei:2007-04-03;12885,legislation,Brasil,São Paulo,Campinas,,,,Lei Municipal 12885,03-04-2007,"Lei Municipal 12885, promulgada em 03-04-2007, Município de Campinas, Estado de São Paulo, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br:congresso.nacional:medida.provisoria;mpv:2023-03-01;1163,MPV 1163/2023,urn:lex:br:congresso.nacional:medida.provisoria;mpv:2023-03-01;1163,legislation,Brasil,,,,,,Medida Provisória (MPV) Federal 1163,01-03-2023,"Medida Provisória (MPV) Federal 1163, promulgada em 01-03-2023, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2004-05-25;3644,PL 3644/2004,urn:lex:br:camara.deputados:projeto.lei;pl:2004-05-25;3644,legislation,Brasil,,,,,,Projeto.Lei (Pl) Camara.Deputados 3644,25-05-2004,"Projeto.Lei (Pl) Camara.Deputados 3644, promulgada em 25-05-2004, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2010-08-17;7773,PL 7773/2010,urn:lex:br:camara.deputados:projeto.lei;pl:2010-08-17;7773,legislation,Brasil,,,,,,Projeto.Lei (Pl) Camara.Deputados 7773,17-08-2010,"Projeto.Lei (Pl) Camara.Deputados 7773, promulgada em 17-08-2010, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2013-07-04;5893,PL 5893/2013,urn:lex:br:camara.deputados:projeto.lei;pl:2013-07-04;5893,legislation,Brasil,,,,,,Projeto.Lei (Pl) Camara.Deputados 5893,04-07-2013,"Projeto.Lei (Pl) Camara.Deputados 5893, promulgada em 04-07-2013, Brasil"
gás natural veicular,2025-06-06 12:28:00,https://www.lexml.gov.br/urn/urn:lex:br:congresso.nacional:medida.provisoria;mpv:2023-01-02;1157,MPV 1157/2023,urn:lex:br:congresso.nacional:medida.provisoria;mpv:2023-01-02;1157,legislation,Brasil,,,,,,Medida Provisória (MPV) Federal 1157,02-01-2023,"Medida Provisória (MPV) Federal 1157, promulgada em 02-01-2023, Brasil"
