"id","titulo","sentiment_score","sentiment_category","strictness_index","regulatory_style"
9661,"Lei nº 1.421, de 30 de Agosto de 1951",0,"Neutral",0,"Balanced"
61387,"A tipificação da apropriação de recursos dofinanciamentoeleitoral (art. 354-A do Código eleitoral)",-1,"Negative",0,"Balanced"
113053,"ACÓRDÃO TCU 517/2013",0,"Neutral",1,"Balanced"
24462,"Acórdão TRT 3ª / Setima Turma / 2012-05-03",0,"Neutral",0,"Balanced"
12570,"Decreto nº 17.260, de 29 de Novembro de 1944",0,"Neutral",0,"Balanced"
112160,"Decreto Legislativo nº 34 de 16/06/1992",0,"Neutral",0,"Balanced"
22683,"ACÓRDÃO TRT 1ª  / 7ª Turma / 0000295-92.2011.5.01.0068 - DOERJ 14-06-2012",0,"Neutral",1,"Balanced"
132784,"Acórdão TRT 3ª / Oitava Turma / 2009-08-26",0,"Neutral",1,"Balanced"
23530,"Acórdão TRT 3ª / Setima Turma / 2006-05-25",0,"Neutral",0,"Balanced"
122601,"PL 4378/2023",1,"Positive",0,"Balanced"
115668,"Lei nº 16.449, de 08/06/2017",0,"Neutral",0,"Balanced"
59821,"Decreto nº 1.744, de 04/06/1909",-1,"Negative",-1,"Balanced"
48746,"Acórdão nº 104-00.180 do Processo 00880.033290/82-57",1,"Positive",0,"Balanced"
59563,"Decreto nº 4.211, de 24/03/1927",-1,"Negative",1,"Balanced"
90033,"São inválidas as licenças ambientais para atividades agrícolas potencialmente danosas ao meio ambiente, ainda que provisórias, com base em dispositivo de norma estadual declarado inconstitucional, por caracterizar usurpação de competência exercida pela Suprema Corte",0,"Neutral",0,"Balanced"
11869,"Acórdão do processo Nº RR - 786200-23.2006.5.12.0026",-0.6,"Negative",0,"Balanced"
40697,"Lei Municipal nº 3.291, de 25 de junho de 2013",0,"Neutral",-2,"Flexible"
128642,"Decreto nº 42738, de 24 de novembro de 2021",0,"Neutral",0,"Balanced"
130098,"Acórdão nº 548071 do Processo nº20080310097714apc",0,"Neutral",1,"Balanced"
132586,"Acórdão do processo Nº AIRR - 1001668-55.2018.5.02.0073",0,"Neutral",3,"Prescriptive"
49027,"Decreto nº 46347, de 20 de novembro de 2013",0,"Neutral",0,"Balanced"
49020,"Decreto nº 43319, de 8 de maio de 2003",1,"Positive",0,"Balanced"
122672,"Aterceirizaçãoe a possibilidade de regulamentação",0,"Neutral",0,"Balanced"
105715,"Acórdão do processo Nº RR - 681-43.2011.5.03.0044",-0.333333333333333,"Negative",1,"Balanced"
9636,"Lei nº 5.033, de 17 de Junho de 1966",1,"Positive",0,"Balanced"
26122,"Medida Provisória nº 1.593, de 15 de Outubro de 1997",0,"Neutral",0,"Balanced"
49155,"Acórdão nº 324782 do Processo nº20080020088292agi",0.333333333333333,"Positive",-1,"Balanced"
93944,"ACÓRDÃO TRT 1ª  / 1ª Turma / 0006600-32.2007.5.01.0004 - DOERJ 19-07-2010",0,"Neutral",0,"Balanced"
132125,"REsp 1090192 / SC",-1,"Negative",2,"Prescriptive"
21053,"REsp 6774 / PA",0,"Neutral",0,"Balanced"
65716,"Decreto nº 10.961, de 21/02/1940",0,"Neutral",0,"Balanced"
36706,"Decretonº 49.555, de 19 de Dezembro de 1960",0,"Neutral",0,"Balanced"
36426,"Decretonº 10.599 de 12/01/2021",0,"Neutral",0,"Balanced"
115578,"Decreto nº 15.263, de 3 de Abril de 1944",0,"Neutral",0,"Balanced"
18566,"Acórdão nº 3301-008.580 do Processo 12452.720044/2016-96",-0.5,"Negative",-1,"Balanced"
132635,"LEI Nº 14.784, de 14 de julho de 2009",0,"Neutral",2,"Prescriptive"
67766,"EREsp 18622 / CE",1,"Positive",0,"Balanced"
22846,"Acórdão nº 517437 do Processo nº20090710283505acj",0.333333333333333,"Positive",0,"Balanced"
34667,"Decretonº 70.462, de 26 de Abril de 1972",0,"Neutral",0,"Balanced"
101434,"Decreto (municipal) nº 24, de 02 de março de 2015",0,"Neutral",0,"Balanced"
62295,"REsp 57311 / MG",0,"Neutral",-1,"Balanced"
99288,"Acórdão nº 147156 do Processo nº20000150043810apc",-1,"Negative",1,"Balanced"
40846,"Acórdão nº 3201-004.592 do Processo 10680.901862/2012-45",1,"Positive",4,"Prescriptive"
101338,"Decreto nº 6.468 de 18/01/1877",0,"Neutral",0,"Balanced"
6549,"Acórdão nº 162286 do Processo nº20020110146682acj",0,"Neutral",0,"Balanced"
63540,"Acórdão nº 191211 do Processo nº20010110757119apc",1,"Positive",5,"Prescriptive"
65583,"Acórdão TRT 3ª / Quinta Turma / 2005-09-27",0,"Neutral",-3,"Flexible"
112763,"Decreto Executivo Municipal nº 20.684, de 11 de agosto de 2020",0,"Neutral",1,"Balanced"
85930,"Obrigatoriedade deisençãode taxa de inscrição para candidatos carentes em concursos públicos",0,"Neutral",0,"Balanced"
42028,"Acórdão do processo Nº RR - 382-17.2022.5.09.0011",-1,"Negative",-1,"Balanced"
116138,"Decreto nº 65.815, de 23/06/2021",1,"Positive",1,"Balanced"
641,"Acórdão nº 410846 do Processo nº20090020184536agi",0,"Neutral",0,"Balanced"
108567,"Resoluçãodo Senado Federal nº 5 de 14/04/1992",0,"Neutral",0,"Balanced"
109687,"Resoluçãon° 459,  de 16 de agosto de 2005",0,"Neutral",0,"Balanced"
120375,"[ Projeto de Lei do Senado nº 65/1985 ]",0,"Neutral",0,"Balanced"
60557,"Decreto nº 34311, de 7 de dezembro de 1992",0,"Neutral",0,"Balanced"
74446,"Acórdão nº 1802-000.515 do Processo 11065.005636/2003-61",-1,"Negative",1,"Balanced"
2017,"PDC 385/2016",0,"Neutral",0,"Balanced"
66809,"As entidades privadas",0,"Neutral",0,"Balanced"
43820,"RESOLUÇÃO HOMOLOGATÓRIA nº 302, de 29/03/2006",0,"Neutral",0,"Balanced"
132632,"Lei Ordinária n° 1452,  de 03 de Março de 1993",0,"Neutral",0,"Balanced"
119105,"Acórdão nº 628768 do Processo nº20090111885034apc",0,"Neutral",1,"Balanced"
70684,"Acórdão nº 418483 do Processo nº20090020021316msg",1,"Positive",-1,"Balanced"
93749,"[ Projeto de Lei nº 2718/2020 - Iniciadora ]",0,"Neutral",1,"Balanced"
21833,"Acórdão do processo Nº ARR - 10010-90.2012.5.03.0029",-1,"Negative",2,"Prescriptive"
11564,"Acórdão nº 274986 do Processo nº20050110105950apc",0,"Neutral",-4,"Flexible"
65893,"Decreto nº 3491, de 13 de dezembro de 1950",0,"Neutral",0,"Balanced"
118673,"REsp 1777793 / RS",-0.333333333333333,"Negative",-1,"Balanced"
59835,"Decreto nº 1.424, de 19/12/1906",-1,"Negative",0,"Balanced"
108538,"Resoluçãon° 291, de 04 de Maio de 2022",0,"Neutral",0,"Balanced"
100200,"Acórdão do processo Nº AIRR - 10855-19.2017.5.15.0028",1,"Positive",0,"Balanced"
111150,"Responsabilidadecivilem debate",-1,"Negative",0,"Balanced"
82569,"INSTRUÇÃONORMATIVASRF Nº 102, de 22 de dezembro de 1993",0,"Neutral",0,"Balanced"
54065,"Lei Municipal nº 2.873, de 14 de julho de 2015",0,"Neutral",0,"Balanced"
77182,"Acórdão TRT 3ª / Segunda Turma / 1996-09-25",1,"Positive",-1,"Balanced"
80983,"Decreto nº 37024, de 29 de dezembro de 2015",0,"Neutral",0,"Balanced"
22677,"ACÓRDÃO TRT 1ª  / 2ª Turma / 0149000-95.2009.5.01.0005 - DOERJ 12-09-2011",1,"Positive",0,"Balanced"
24160,"Lei Municipal nº 2.354, de 05 de março de 2013",0,"Neutral",0,"Balanced"
51833,"Decreto nº 769 de 19/03/1892",-1,"Negative",-1,"Balanced"
120468,"Acórdão nº 465412 do Processo nº20090110479372apc",0,"Neutral",3,"Prescriptive"
86352,"Lei nº 1234 , de 24 de janeiro de 1964",0,"Neutral",0,"Balanced"
129156,"Decreto nº 47.277, de 29/10/2002",0,"Neutral",0,"Balanced"
70346,"Acórdão nº 143676 do Processo nº19980110551993apr",0,"Neutral",0,"Balanced"
41381,"Acórdão PJe TRT 3ª / Nona Turma / 2017-07-26",-0.333333333333333,"Negative",2,"Prescriptive"
124769,"Acórdão PJe TRT 3ª / Setima Turma / 2021-11-16",-1,"Negative",0,"Balanced"
30189,"REsp 130146 / SP",0,"Neutral",0,"Balanced"
104263,"AgInt no REsp 1738333 / SP",1,"Positive",2,"Prescriptive"
88788,"Lei Municipal nº 1.650, de 06 de setembro de 2018",0,"Neutral",0,"Balanced"
113467,"Decreto Municipal n° 5342,  de 27 de dezembro de 2023",0,"Neutral",0,"Balanced"
85756,"Isençãodo imposto sobre a importação dos bens contidos em remessas de valor de até cem dólares norte-americanos quando destinados a pessoas físicas",0,"Neutral",0,"Balanced"
26903,"Acórdão PJe TRT 3ª / Primeira Turma / 2020-06-01",0,"Neutral",0,"Balanced"
38233,"REsp 1783815 / RJ",-0.333333333333333,"Negative",0,"Balanced"
35812,"Decretonº 11.417 de 16/02/2023",0,"Neutral",0,"Balanced"
26494,"Acórdão do processo Nº RR - 649-03.2012.5.02.0312",0,"Neutral",1,"Balanced"
74544,"Acórdão nº 9202-007.974 do Processo 19515.720670/2013-05",0,"Neutral",1,"Balanced"
70864,"REsp 504758 / RS",1,"Positive",2,"Prescriptive"
112456,"Acórdão nº 106499 do Processo nºapc4669897",-1,"Negative",0,"Balanced"
7513,"Acórdão nº 218638 do Processo nº20040310072097acj",0,"Neutral",1,"Balanced"
57121,"Acórdão nº 107-06133 do Processo 10880.009016/00-74",-1,"Negative",0,"Balanced"
28847,"Decreto nº 81.794, de 15 de Junho de 1978",0,"Neutral",0,"Balanced"
13481,"Acórdão nº 3301-008.890 do Processo 10935.903354/2013-43",1,"Positive",3,"Prescriptive"
2159,"PDC 1496/2014",0,"Neutral",0,"Balanced"
90522,"Lei Municipal nº 2.721, de 26 de novembro de 2007",0,"Neutral",0,"Balanced"
3669,"Acórdão nº 465782 do Processo nº20100110558492acj",0,"Neutral",0,"Balanced"
50722,"Nozioni di diritto aereo",0,"Neutral",0,"Balanced"
87718,"Lei nº 2.531, de 5 de Julho de 1955",0,"Neutral",0,"Balanced"
82589,"INSTRUÇÃONORMATIVASRF Nº 194, de 29 de agosto de 2002",0,"Neutral",0,"Balanced"
10491,"Acórdão nº 3801-005.276 do Processo 13053.000091/2007-94",0,"Neutral",0,"Balanced"
25747,"RESOLUÇÃO AUTORIZATIVA nº 3999, de 27/03/2013",1,"Positive",-1,"Balanced"
3044,"Acórdão nº 793669 do Processo nº20130110720348apc",0,"Neutral",-1,"Balanced"
111121,"Aresponsabilidadecivile a sua grassa no direito contemporâneo",0,"Neutral",3,"Prescriptive"
133098,"Acórdão nº 9303-006.796 do Processo 10921.000332/2009-01",1,"Positive",0,"Balanced"
10167,"Medida Provisória nº 1.690-5, de 26 de Outubro de 1998",0,"Neutral",1,"Balanced"
73427,"Decreto nº 36414, de 23 de março de 2015",0,"Neutral",0,"Balanced"
86289,"Lei Ordinária nº 1920,  de 01 de Dezembro de 1982",0,"Neutral",-2,"Flexible"
81779,"INSTRUÇÃONORMATIVARFB Nº 1021, de 31 de março de 2010",0,"Neutral",0,"Balanced"
69501,"Acórdão nº 1301-000.436 do Processo 16327.002092/2005-32",0,"Neutral",2,"Prescriptive"
42614,"Acórdão do processo Nº RR - 997-43.2012.5.04.0028",1,"Positive",0,"Balanced"
108272,"Resoluçãon. 4, de 16 de agosto de 2010",0,"Neutral",0,"Balanced"
65784,"Lei nº 9.201, de 08/12/1995",0,"Neutral",0,"Balanced"
6847,"Acórdão nº 204554 do Processo nº20020110311326apc",0,"Neutral",0,"Balanced"
5663,"Delitos emacidentesdetrânsito",0,"Neutral",0,"Balanced"
53725,"Acórdão do processo Nº AIRR - 104240-56.2004.5.02.0022",0,"Neutral",0,"Balanced"
17356,"Acórdão nº 1802-000.436 do Processo 10855.003408/2004-78",1,"Positive",0,"Balanced"
94401,"Acórdão do processo Nº ARR - 304-79.2011.5.02.0471",0.285714285714286,"Positive",4,"Prescriptive"
2358,"Lei Ordinária n° 5622, de 14 de Novembro de 2023",0,"Neutral",0,"Balanced"
15359,"ACÓRDÃO TRT 1ª  / 1ª Turma / 0001028-74.2012.5.01.0019 - DOERJ 08-05-2014",-1,"Negative",0,"Balanced"
18004,"Acórdão do processo Nº E-ED-RR - 1240-79.2010.5.04.0020",1,"Positive",1,"Balanced"
112090,"Lei nº 4704, de 20 de dezembro de 2011",0,"Neutral",0,"Balanced"
56756,"Acórdão nº 3301-002.894 do Processo 11634.000516/2010-02",0,"Neutral",2,"Prescriptive"
130343,"Acórdão nº 588975 do Processo nº20110111975646apr",0,"Neutral",1,"Balanced"
98878,"Decreto nº 11073, de 07 de abril de 1988",0,"Neutral",0,"Balanced"
123799,"Acórdão TRT 3ª / Sexta Turma / 2011-06-07",1,"Positive",-1,"Balanced"
93022,"Acórdão do processo Nº RR - 86500-32.2009.5.04.0741",0,"Neutral",0,"Balanced"
68395,"Medida Provisória nº 1.765-43, de 14 de Dezembro de 1998",0,"Neutral",0,"Balanced"
120424,"Decreto-Lei nº 528, de 11 de Abril de 1969",-1,"Negative",0,"Balanced"
7514,"Acórdão nº 301256 do Processo nº20060110410106acj",0,"Neutral",1,"Balanced"
30944,"[ Projeto de Lei deConversão(CN) nº 52/1990 ]",0,"Neutral",0,"Balanced"
34259,"Decretonº 59.425, de 27 de Outubro de 1966",0,"Neutral",0,"Balanced"
126507,"PL 2161/2022",0,"Neutral",1,"Balanced"
34632,"Decretonº 59.638, de 1º de Dezembro de 1966",0,"Neutral",0,"Balanced"
123142,"Acórdão PJe TRT 3ª / Decima Turma / 2017-04-20",0,"Neutral",-1,"Balanced"
11124,"Acórdão nº 3201-007.886 do Processo 16692.720056/2014-87",0,"Neutral",9,"Prescriptive"
81235,"Decreto n° 5523, de 21 de Outubro de 2019",0,"Neutral",0,"Balanced"
131643,"AgRg no REsp 927911 / RS",-1,"Negative",0,"Balanced"
3257,"Decreto nº 28030, de 11 de junho de 2007",0,"Neutral",0,"Balanced"
128196,"Decreto nº 26348, de 09 de novembro de 2005",0,"Neutral",0,"Balanced"
24661,"Acórdão do processo Nº ROHC - 16500-81.2008.5.13.0000",1,"Positive",1,"Balanced"
48362,"Decreto  de 25/02/1999 ( seq-sf: 1 )",0,"Neutral",0,"Balanced"
91036,"PL 740/2015",1,"Positive",0,"Balanced"
78405,"Lei nº 15.143 de 05/06/2025",-1,"Negative",-1,"Balanced"
42851,"Vigência e fim do Regime Tributário de Transição. Efeitos e regras de transição. Análise da IN RFB 1.397/2013, após as recentes alterações. A questão da incidência de imposto de renda nadistribuiçãode lucros apurados no ano de 2014",0,"Neutral",0,"Balanced"
83519,"InstruçãoNormativaSRF Nº 12, de 29 de janeiro de 1988",0,"Neutral",0,"Balanced"
128854,"Decreto nº 26011, de 06 de julho de 2005",0,"Neutral",0,"Balanced"
62364,"EREsp 268707 / RS",0,"Neutral",1,"Balanced"
69016,"Acórdão nº 1102-000.302 do Processo 16327.002216/2005-80",0,"Neutral",-1,"Balanced"
25436,"Acórdão do processo Nº RR - 674804-03.2000.5.03.5555",-1,"Negative",4,"Prescriptive"
29766,"Decreto nº 8.015, de 17 de Maio de 2013",0,"Neutral",0,"Balanced"
5563,"Acórdão do processo Nº RR - 81600-04.2005.5.04.0011",1,"Positive",3,"Prescriptive"
133400,"Acórdão nº 9303-003.790 do Processo 10715.008586/2010-38",-1,"Negative",1,"Balanced"
39153,"O direito humano ao meio ambiente e a tributação ambiental",1,"Positive",0,"Balanced"
25372,"Acórdão do processo Nº AIRR - 2044-12.2020.5.10.0802",-1,"Negative",0,"Balanced"
87231,"Lei nº 589, de 23 de Dezembro de 1948",0,"Neutral",0,"Balanced"
3716,"Acórdão nº 123278 do Processo nº19990150041986apc",0,"Neutral",-1,"Balanced"
89915,"Decreto (municipal) nº 3.837, de 01 de dezembro de 2017",0,"Neutral",0,"Balanced"
55843,"Decreto nº 90.857, de 24 de Janeiro de 1985",0,"Neutral",1,"Balanced"
45955,"Pauperismo",0,"Neutral",0,"Balanced"
41407,"Acórdão nº 3801-001.372 do Processo 10315.720425/2009-95",0,"Neutral",0,"Balanced"
71202,"REsp 625105 / RJ",1,"Positive",0,"Balanced"
86250,"Lei nº 4.992, de 21 de Maio de 1966",0,"Neutral",0,"Balanced"
77942,"Decreto nº 39504, de 04 de dezembro de 2018",0,"Neutral",0,"Balanced"
91583,"Acórdão do processo Nº RR - 10513-08.2020.5.03.0005",1,"Positive",0,"Balanced"
60603,"Decreto nº 38718, de 31 de marÃ§o de 1997",0,"Neutral",0,"Balanced"
7835,"Acórdão nº 508810 do Processo nº20110110049734apc",0,"Neutral",3,"Prescriptive"
105151,"Acórdão do processo Nº AIRR - 105200-30.2009.5.02.0315",-1,"Negative",1,"Balanced"
40534,"Lei Municipal nº 785, de 22 de dezembro de 2006",0,"Neutral",-1,"Balanced"
19167,"Acórdão nº 2402-003.282 do Processo 11080.722618/2010-88",0,"Neutral",-1,"Balanced"
93941,"ACÓRDÃO TRT 1ª  / 5ª Turma / 0037600-05.2007.5.01.0019 - DOERJ 27-01-2010",0,"Neutral",0,"Balanced"
94611,"ACÓRDÃO TRT 1ª  / 7ª Turma / 0049500-34.2009.5.01.0077 - DOERJ 02-02-2010",0,"Neutral",-1,"Balanced"
3163,"Lei nº 23374, de 9 de agosto de 2019",0,"Neutral",0,"Balanced"
109363,"Resoluçãodo Senado Federal nº 24 de 02/09/1982",0,"Neutral",0,"Balanced"
90766,"O lixo, o Estado e o direito",0,"Neutral",0,"Balanced"
91242,"Lei Municipal nº 3.611, de 20 de dezembro de 2011",0,"Neutral",1,"Balanced"
40448,"RESOLUÇÃO AUTORIZATIVA nº 10509, de 13/09/2021",0,"Neutral",-1,"Balanced"
983,"Acórdão PJe TRT 3ª / Decima Turma / 2023-08-10",0,"Neutral",1,"Balanced"
15806,"REsp 798263 / PR",1,"Positive",-2,"Flexible"
102812,"REsp 988479 / MG",0,"Neutral",1,"Balanced"
44675,"RESOLUÇÃO nº 529, de 15/12/2000",0,"Neutral",1,"Balanced"
111452,"Responsabilidadecivile administrativa na regulação do mercado de capitais",0,"Neutral",0,"Balanced"
112110,"Lei nº 9367, de 11 de dezembro de 1986",0,"Neutral",0,"Balanced"
117762,"Lei nº 15.731, de 24/03/2015",1,"Positive",0,"Balanced"
62874,"Medida Provisória nº 217, de 31 de Agosto de 1990",0,"Neutral",0,"Balanced"
82579,"INSTRUÇÃONORMATIVASRF Nº 126, de 30 de outubro de 1998",0,"Neutral",1,"Balanced"
14320,"REsp 1076465 / SP",0,"Neutral",1,"Balanced"
19242,"Acórdão nº 2402-009.176 do Processo 10980.722417/2017-41",1,"Positive",0,"Balanced"
59032,"Decreto nº 4.093, de 27/08/1926",-1,"Negative",1,"Balanced"
65991,"Decreto nº 66.462, de 20 de Abril de 1970",0,"Neutral",0,"Balanced"
126314,"Acórdão nº 3201-002.576 do Processo 10711.729885/2012-10",-1,"Negative",1,"Balanced"
100514,"Acórdão do processo Nº RR - 222000-56.2009.5.15.0097",-1,"Negative",0,"Balanced"
127674,"Decreto nº 65.679, de 29 de Outubro de 1969",0,"Neutral",0,"Balanced"
131825,"REsp 51613 / RJ",0,"Neutral",3,"Prescriptive"
46015,"Decreto nº 14464, de 11 de abril de 1972",0,"Neutral",1,"Balanced"
48835,"[ Decreto-Lei nº 2.478 de 27/09/1988 : Medida Provisória nº 6/1988 ]",0,"Neutral",1,"Balanced"
4259,"Acórdão nº 213434 do Processo nº20030110947354apc",0,"Neutral",0,"Balanced"
7477,"Acórdão nº 487695 do Processo nº20070111396464acj",-1,"Negative",1,"Balanced"
71393,"Decreto nº 79.131, de 17 de Janeiro de 1977",0,"Neutral",-1,"Balanced"
88668,"Acórdão nº 417286 do Processo nº20090020151296agi",0,"Neutral",0,"Balanced"
74490,"Decreto Legislativo nº 24 de 28/05/1979",0,"Neutral",1,"Balanced"
87715,"Lei nº 5.294, de 15 de Junho de 1967",1,"Positive",0,"Balanced"
90202,"REsp 257765 / RJ",0,"Neutral",0,"Balanced"
71155,"Acórdão nº 566232 do Processo nº20110020214192agi",0,"Neutral",0,"Balanced"
103881,"Imposto de importação e tutela ao meio ambiente",0,"Neutral",0,"Balanced"
39037,"Decreto nº 38061, de 15 de março de 2017",1,"Positive",0,"Balanced"
48088,"Decreto nº 43830, de 2 de julho de 2004",0,"Neutral",0,"Balanced"
96708,"Acórdão do processo Nº AIRR e RR - 672298-54.2000.5.03.5555",0,"Neutral",-1,"Balanced"
124813,"Acórdão PJe TRT 3ª / Quarta Turma / 2017-07-20",-1,"Negative",1,"Balanced"
60680,"Decreto nº 36.000, de 9 de Agosto de 1954",-1,"Negative",0,"Balanced"
45465,"RESOLUÇÃO AUTORIZATIVA nº 1620, de 30/10/2008",0,"Neutral",1,"Balanced"
52985,"Decreto nº 6.404, de 7 de Março de 1907",-1,"Negative",0,"Balanced"
29709,"Petróleo e Soberania",0,"Neutral",0,"Balanced"
93688,"ACÓRDÃO TRT 1ª  / 6ª Turma / 0055300-98.2007.5.01.0049 - DOERJ 03-02-2012",0,"Neutral",0,"Balanced"
76050,"Acórdão nº 2803-001.869 do Processo 14041.001499/2007-85",0,"Neutral",2,"Prescriptive"
7351,"Acórdão nº 426273 do Processo nº20080111223127apc",0,"Neutral",3,"Prescriptive"
42655,"Acórdão do processo Nº AIRR - 109600-86.2008.5.02.0068",-1,"Negative",2,"Prescriptive"
8222,"Acórdão nº 143855 do Processo nº20000110116360apc",0,"Neutral",1,"Balanced"
130024,"Acórdão do processo Nº AIRR - 2258-87.2010.5.08.0000",0,"Neutral",1,"Balanced"
12484,"ACORDÃO TRT 16ª / Tribunal Pleno / RO 0240900-75.2005.5.16.0008-ED",0,"Neutral",3,"Prescriptive"
70041,"Decreto nº 96.091, de 26 de Maio de 1988",0,"Neutral",-1,"Balanced"
87916,"Decreto-Lei nº 2.018, de 22 de Março de 1983",1,"Positive",0,"Balanced"
121635,"Acórdão nº 358499 do Processo nº20080110978816acj",0,"Neutral",2,"Prescriptive"
56451,"Acórdão nº 108-04791 do Processo 10880.022342/90-79",0,"Neutral",0,"Balanced"
60185,"Decreto nº 25.439, de 30/06/1986",0,"Neutral",0,"Balanced"
6893,"Acórdão nº 167471 do Processo nº20010110897530acj",0,"Neutral",0,"Balanced"
66775,"Sanções políticas e o direito tributário",0,"Neutral",0,"Balanced"
131407,"Acórdão nº 271167 do Processo nº20040110987348eic",0,"Neutral",-2,"Flexible"
26508,"Acórdão do processo Nº RR - 543575-24.1999.5.04.5555",0,"Neutral",-1,"Balanced"
59738,"Decreto nº 4.472, de 10/10/1928",-1,"Negative",-1,"Balanced"
127747,"Acórdão do processo Nº Ag-RRAg - 1000255-58.2019.5.02.0271",0,"Neutral",2,"Prescriptive"
19305,"REsp 9245 / SP",-1,"Negative",0,"Balanced"
50945,"Decreto nº 32.045, de 2 de Janeiro de 1953",0,"Neutral",-1,"Balanced"
50428,"REsp 54579 / SP",0,"Neutral",0,"Balanced"
22924,"CC 88617 / RJ",1,"Positive",1,"Balanced"
100191,"Acórdão do processo Nº AIRR - 10094-11.2013.5.19.0062",0,"Neutral",0,"Balanced"
74120,"Acórdão nº 1401-001.016 do Processo 13807.007477/2002-52",0,"Neutral",2,"Prescriptive"
131876,"Acórdão nº 590115 do Processo nº20110310334057acj",0,"Neutral",0,"Balanced"
23120,"Acórdão do processo Nº AIRR - 101810-66.2016.5.01.0531",0,"Neutral",1,"Balanced"
60937,"Decreto nº 30680, de 20 de dezembro de 1989",0,"Neutral",0,"Balanced"
33565,"AgRg no RMS 29020 / AM",1,"Positive",0,"Balanced"
27390,"HC 466334 / SP",-1,"Negative",0,"Balanced"
87792,"Acórdão nº 321974 do Processo nº20070020138504msg",1,"Positive",1,"Balanced"
132995,"Acórdão do processo Nº AIRR - 1547-04.2013.5.03.0134",-1,"Negative",-3,"Flexible"
50833,"Lei nº 801, de 1º de Setembro de 1949",0,"Neutral",0,"Balanced"
58869,"Lei nº 57 , de 31 de agosto de 1948",1,"Positive",-1,"Balanced"
121759,"Acórdão nº 379472 do Processo nº20090110530698apc",0,"Neutral",1,"Balanced"
42497,"Acórdão do processo Nº Ag-AIRR - 1001539-98.2018.5.02.0057",0.333333333333333,"Positive",4,"Prescriptive"
8167,"Acórdão nº 254298 do Processo nº20060310107516acj",1,"Positive",0,"Balanced"
48240,"Decreto nº 12.604, de 16 de Agosto de 1917",0,"Neutral",-1,"Balanced"
105111,"Acórdão nº 271138 do Processo nº20030110305576apc",0,"Neutral",-2,"Flexible"
8186,"Acórdão nº 283321 do Processo nº20050710137536apc",0,"Neutral",1,"Balanced"
77854,"Lei n° 3224,  de 28 de março de 2016",0,"Neutral",-1,"Balanced"
58653,"Decreto nº 41205, de 8 de agosto de 2000",1,"Positive",0,"Balanced"
19789,"Uma nova perspectiva sobre o transporte rodoviário de carga no Brasil",0,"Neutral",0,"Balanced"
100076,"Acórdão do processo Nº AIRR - 9040-74.2004.5.09.0653",0,"Neutral",0,"Balanced"
116594,"[ Projeto de Lei (CD) nº 3965/2008 > Projeto de Lei da Câmara nº 73/2014 : Lei nº 13.577 de 26/12/2017 ]",0,"Neutral",0,"Balanced"
55321,"Acórdão nº 3403-002.765 do Processo 10280.722549/2011-74",0,"Neutral",2,"Prescriptive"
53163,"Decreto nº 26516, de 30 de dezembro de 2005",1,"Positive",0,"Balanced"
83200,"InstruçãoNormativaRFB Nº 1645, de 30 de maio de 2016",0,"Neutral",0,"Balanced"
113217,"Lei Municipal nº 3.852, de 28 de dezembro de 2016",0,"Neutral",0,"Balanced"
66070,"Decreto nº 3436, de 11 de outubro de 1950",0,"Neutral",0,"Balanced"
116464,"Natureza juridica da desenvolvimento rodoviario s/a",0,"Neutral",0,"Balanced"
56855,"REsp 1079781 / RS",1,"Positive",0,"Balanced"
64513,"Fiscalizaçãoem entidades de atendimento",0,"Neutral",0,"Balanced"
89026,"Lei Municipal nº 1.009, de 28 de dezembro de 2007",0,"Neutral",0,"Balanced"
82188,"INSTRUÇÃONORMATIVARFB Nº 1211, de 24 de novembro de 2011",1,"Positive",2,"Prescriptive"
14876,"REsp 132624 / SP",0,"Neutral",-1,"Balanced"
76345,"Decreto nº 6574, de 15 de maio de 1962",1,"Positive",0,"Balanced"
6715,"Acórdão nº 211565 do Processo nº20040910013930acj",0,"Neutral",0,"Balanced"
100893,"Acórdão do processo Nº AIRR - 1257-22.2015.5.09.0014",1,"Positive",2,"Prescriptive"
68404,"Medida Provisória nº 1.765-44, de 13 de Janeiro de 1999",0,"Neutral",0,"Balanced"
116983,"Lei nº 9988, de 16 de novembro de 1989",0,"Neutral",0,"Balanced"
127156,"Acórdão nº 2403-002.098 do Processo 35301.006194/2005-60",0,"Neutral",2,"Prescriptive"
94540,"Acórdão do processo Nº RR - 11200-22.2002.5.09.0660",0.333333333333333,"Positive",1,"Balanced"
54413,"HC 771634 / PE",-0.333333333333333,"Negative",1,"Balanced"
101472,"[ Projeto de Lei (CD) nº 552/1991 > Projeto de Lei da Câmara nº 137/1992 ]",1,"Positive",0,"Balanced"
51583,"Lei nº 5209, de 30 de outubro de 2013",0,"Neutral",0,"Balanced"
61744,"Decreto nº 75.768, de 23 de Maio de 1975",0,"Neutral",0,"Balanced"
53263,"Acórdão nº 144677 do Processo nº20010110198645acj",0,"Neutral",2,"Prescriptive"
54569,"ACÓRDÃO TRT 1ª  / 7ª Turma / 0001602-24.2012.5.01.0302 - DOERJ 17-09-2014",1,"Positive",0,"Balanced"
83362,"InstruçãoNormativaRFB Nº 1454, de 25 de fevereiro de 2014",0,"Neutral",0,"Balanced"
7198,"Acórdão nº 296243 do Processo nº20040111035946apc",0,"Neutral",-2,"Flexible"
