search_term,date_searched,url,title,urn
eficiência energética,2025-06-06 12:28:22,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2020-08-24;892,"RESOLUÇÃO NORMATIVA nº 892, de 24/08/2020",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2020-08-24;892
eficiência energética,2025-06-06 12:28:22,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2012-07-24;495,"RESOLUÇÃO NORMATIVA nº 495, de 24/07/2012",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2012-07-24;495
eficiência energética,2025-06-06 12:28:22,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao:2002-09-05;492,"RESOLUÇÃO nº 492, de 05/09/2002",urn:lex:br:agencia.nacional.energia.eletrica:resolucao:2002-09-05;492
eficiência energética,2025-06-06 12:28:22,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2005-12-15;176,"RESOLUÇÃO NORMATIVA nº 176, de 15/12/2005",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2005-12-15;176
eficiência energética,2025-06-06 12:28:22,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2006-04-05;215,"RESOLUÇÃO NORMATIVA nº 215, de 05/04/2006",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2006-04-05;215
eficiência energética,2025-06-06 12:28:22,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.autorizativa:2004-10-06;347,"RESOLUÇÃO AUTORIZATIVA nº 347, de 06/10/2004",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.autorizativa:2004-10-06;347
eficiência energética,2025-06-06 12:28:22,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao:2002-11-26;644,"RESOLUÇÃO nº 644, de 26/11/2002",urn:lex:br:agencia.nacional.energia.eletrica:resolucao:2002-11-26;644
eficiência energética,2025-06-06 12:28:22,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2018-11-05;830,"RESOLUÇÃO NORMATIVA nº 830, de 05/11/2018",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2018-11-05;830
eficiência energética,2025-06-06 12:28:22,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.autorizativa:2024-07-12;15415,"RESOLUÇÃO AUTORIZATIVA nº 15415, de 12/07/2024",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.autorizativa:2024-07-12;15415
eficiência energética,2025-06-06 12:28:22,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2021-03-01;920,"RESOLUÇÃO NORMATIVA nº 920, de 01/03/2021",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2021-03-01;920
eficiência energética,2025-06-06 12:28:22,https://www.lexml.gov.br/urn/urn:lex:br;santa.catarina:estadual:lei:2017-05-15;17145,"LEI N° 17.145, DE 15 DE MAIO DE 2017",urn:lex:br;santa.catarina:estadual:lei:2017-05-15;17145
eficiência energética,2025-06-06 12:28:22,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao:2001-06-04;185,"RESOLUÇÃO nº 185, de 04/06/2001",urn:lex:br:agencia.nacional.energia.eletrica:resolucao:2001-06-04;185
emissões,2025-06-06 12:28:24,https://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2001-02-06;10179,"Lei nº 10.179, de 6 de Fevereiro de 2001",urn:lex:br:federal:lei:2001-02-06;10179
emissões,2025-06-06 12:28:24,https://www.lexml.gov.br/urn/urn:lex:br:congresso.nacional:projeto.lei;pln:2017;8,[ Projeto de Lei do Congresso Nacional nº 8/2017 : Lei nº 13.469 de 19/07/2017 ],urn:lex:br:congresso.nacional:projeto.lei;pln:2017;8
descarbonização,2025-06-06 12:28:26,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2018;1001131474,Renovabio - reflexões sobre a segurança jurídica e extrafiscalidade,urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2018;1001131474
descarbonização,2025-06-06 12:28:26,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2019-08-08;9964,"Decreto nº 9.964, de 8 de Agosto de 2019",urn:lex:br:federal:decreto:2019-08-08;9964
descarbonização,2025-06-06 12:28:26,https://www.lexml.gov.br/urn/urn:lex:br:senado.federal:projeto.lei;pl:2024;2798,[ Projeto de Lei nº 2798/2024 ],urn:lex:br:senado.federal:projeto.lei;pl:2024;2798
descarbonização,2025-06-06 12:28:26,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:lei:2024-12-20;25073,"Lei nº 25073, de 20 de dezembro de 2024",urn:lex:br;minas.gerais:estadual:lei:2024-12-20;25073
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2024-12-11;15042,Lei nº 15.042 de 11/12/2024,urn:lex:br:federal:lei:2024-12-11;15042
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;hortolandia:municipal:lei:2011-12-16;2655,"Lei n° 2655, de 16 de dezembro de 2011",urn:lex:br;sao.paulo;hortolandia:municipal:lei:2011-12-16;2655
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2019-11-28;10144,"Decreto nº 10.144, de 28 de Novembro de 2019",urn:lex:br:federal:decreto:2019-11-28;10144
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2023-06-05;11548,"Decreto nº 11.548, de 5 de Junho de 2023",urn:lex:br:federal:decreto:2023-06-05;11548
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:lei:2007-07-24;13030,"Lei nº 13030, de 24 de Julho de 2007",urn:lex:br;sao.paulo;campinas:municipal:lei:2007-07-24;13030
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:2009-09-18;16773,"Decreto nº 16773, de 18 de Setembro de 2009",urn:lex:br;sao.paulo;campinas:municipal:decreto:2009-09-18;16773
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2022-05-19;11075,"Decreto nº 11.075, de 19 de Maio de 2022",urn:lex:br:federal:decreto:2022-05-19;11075
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2018-03-15;9308,"Decreto nº 9.308, de 15 de Março de 2018",urn:lex:br:federal:decreto:2018-03-15;9308
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2011;1000937941,"Quotas de Co2, biens et titres financiers",urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2011;1000937941
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2015-11-26;8576,"Decreto nº 8.576, de 26 de Novembro de 2015",urn:lex:br:federal:decreto:2015-11-26;8576
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2014;1001094680,Intervenção do Estado na ordem econômica por meio da tributação sobre as emissões de carbono com a finalidade de tutela do meio ambiente e promoção do desenvolvimento sustentável,urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2014;1001094680
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:distrital:lei:2013-06-11;5113,"Lei nº 5113, de 11 de junho de 2013",urn:lex:br;distrito.federal:distrital:lei:2013-06-11;5113
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2019-06-27;9888,"Decreto nº 9.888, de 27 de Junho de 2019",urn:lex:br:federal:decreto:2019-06-27;9888
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2019-11-06;10102,"Decreto nº 10.102, de 6 de Novembro de 2019",urn:lex:br:federal:decreto:2019-11-06;10102
gases de efeito estufa,2025-06-06 12:28:28,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2022-07-21;11141,"Decreto nº 11.141, de 21 de Julho de 2022",urn:lex:br:federal:decreto:2022-07-21;11141
rotulagem veicular,2025-06-06 12:28:31,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.1:acordao;ai:2012-05-22;842865-4157324,AI 842865 AgR / PR - PARANÁ,urn:lex:br:supremo.tribunal.federal;turma.1:acordao;ai:2012-05-22;842865-4157324
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2009-01-27;350,"RESOLUÇÃO NORMATIVA nº 350, de 27/01/2009",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2009-01-27;350
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2013-03-26;535,"RESOLUÇÃO NORMATIVA nº 535, de 26/03/2013",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2013-03-26;535
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:decreto:1984-02-28;23474,"Decreto nº 23474, de 28 de fevereiro de 1984",urn:lex:br;minas.gerais:estadual:decreto:1984-02-28;23474
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2010-06-02;986,"RESOLUÇÃO HOMOLOGATÓRIA nº 986, de 02/06/2010",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2010-06-02;986
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2013-04-22;1491,"RESOLUÇÃO HOMOLOGATÓRIA nº 1491, de 22/04/2013",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2013-04-22;1491
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2005-08-11;163,"RESOLUÇÃO NORMATIVA nº 163, de 11/08/2005",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.normativa:2005-08-11;163
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao:1999-12-23;350,"RESOLUÇÃO nº 350, de 23/12/1999",urn:lex:br:agencia.nacional.energia.eletrica:resolucao:1999-12-23;350
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao:2002-11-28;657,"RESOLUÇÃO nº 657, de 28/11/2002",urn:lex:br:agencia.nacional.energia.eletrica:resolucao:2002-11-28;657
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2008-02-01;613,"RESOLUÇÃO HOMOLOGATÓRIA nº 613, de 01/02/2008",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2008-02-01;613
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2009-03-04;779,"RESOLUÇÃO HOMOLOGATÓRIA nº 779, de 04/03/2009",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2009-03-04;779
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2009-02-04;775,"RESOLUÇÃO HOMOLOGATÓRIA nº 775, de 04/02/2009",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2009-02-04;775
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao:1997-12-30;025,"RESOLUÇÃO nº 025, de 30/12/1997",urn:lex:br:agencia.nacional.energia.eletrica:resolucao:1997-12-30;025
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao:1998-05-11;154,"RESOLUÇÃO nº 154, de 11/05/1998",urn:lex:br:agencia.nacional.energia.eletrica:resolucao:1998-05-11;154
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao:2001-12-26;600,"RESOLUÇÃO nº 600, de 26/12/2001",urn:lex:br:agencia.nacional.energia.eletrica:resolucao:2001-12-26;600
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao:2001-02-02;021,"RESOLUÇÃO nº 021, de 02/02/2001",urn:lex:br:agencia.nacional.energia.eletrica:resolucao:2001-02-02;021
consumo de combustível,2025-06-06 12:28:33,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:decreto:1983-06-27;22860,"Decreto nº 22860, de 27 de junho de 1983",urn:lex:br;minas.gerais:estadual:decreto:1983-06-27;22860
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2009-04-15;5063,PL 5063/2009,urn:lex:br:camara.deputados:projeto.lei;pl:2009-04-15;5063
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2011-02-07;165,PL 165/2011,urn:lex:br:camara.deputados:projeto.lei;pl:2011-02-07;165
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2019-02-27;1263,PL 1263/2019,urn:lex:br:camara.deputados:projeto.lei;pl:2019-02-27;1263
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.1:acordao:2013-09-26;716773,Acórdão nº 716773 do Processo nº20050110217965apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.1:acordao:2013-09-26;716773
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.3:acordao;resp:2000-11-23;188512-380092,REsp 188512 / ES,urn:lex:br:superior.tribunal.justica;turma.3:acordao;resp:2000-11-23;188512-380092
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br;amazonas:estadual:lei:2010-10-22;3565,"Lei Ordinária n° 3565, de 22 de Outubro de 2010",urn:lex:br;amazonas:estadual:lei:2010-10-22;3565
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;teofilo.otoni:municipal:lei:2015-11-09;6951,"Lei n° 6951, de 09 de Novembro de 2015",urn:lex:br;minas.gerais;teofilo.otoni:municipal:lei:2015-11-09;6951
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2008-05-14;306016,Acórdão nº 306016 do Processo nº20060110276492apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2008-05-14;306016
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2004-04-13;3342,PL 3342/2004,urn:lex:br:camara.deputados:projeto.lei;pl:2004-04-13;3342
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;plenario:acordao;adi:2020-08-05;4551-4024787,ADI 4551 / RN - RIO GRANDE DO NORTE,urn:lex:br:supremo.tribunal.federal;plenario:acordao;adi:2020-08-05;4551-4024787
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;plenario:acordao;adi:2007-06-04;3049-2183098,ADI 3049 / AL - ALAGOAS,urn:lex:br:supremo.tribunal.federal;plenario:acordao;adi:2007-06-04;3049-2183098
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;plenario:acordao;adi:2019-05-15;5916-5373505,ADI 5916 / RJ - RIO DE JANEIRO,urn:lex:br:supremo.tribunal.federal;plenario:acordao;adi:2019-05-15;5916-5373505
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:decreto:2023-12-28;48741,"Decreto nº 48741, de 28 de dezembro de 2023",urn:lex:br;minas.gerais:estadual:decreto:2023-12-28;48741
emissões veiculares,2025-06-06 12:28:35,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.2:acordao;re:2021-05-31;1275708-6128506,RE 1275708 AgR / DF - DISTRITO FEDERAL,urn:lex:br:supremo.tribunal.federal;turma.2:acordao;re:2021-05-31;1275708-6128506
emissões veiculares,2025-06-06 12:28:35,"https://www.lexml.gov.br/urn/urn:lex:br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.2;turma.ordinaria.1:acordao:2021-03-24;3201-008.147,8746051",Acórdão nº 3201-008.147 do Processo 13982.720911/2012-34,"urn:lex:br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.2;turma.ordinaria.1:acordao:2021-03-24;3201-008.147,8746051"
emissões veiculares,2025-06-06 12:28:35,"https://www.lexml.gov.br/urn/urn:lex:br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.2;turma.ordinaria.1:acordao:2021-03-24;3201-008.130,8749230",Acórdão nº 3201-008.130 do Processo 10925.906122/2011-02,"urn:lex:br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.2;turma.ordinaria.1:acordao:2021-03-24;3201-008.130,8749230"
emissões veiculares,2025-06-06 12:28:35,"https://www.lexml.gov.br/urn/urn:lex:br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.2;turma.ordinaria.1:acordao:2021-03-24;3201-008.132,8749234",Acórdão nº 3201-008.132 do Processo 10925.906124/2011-93,"urn:lex:br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.2;turma.ordinaria.1:acordao:2021-03-24;3201-008.132,8749234"
emissões veiculares,2025-06-06 12:28:35,"https://www.lexml.gov.br/urn/urn:lex:br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.2;turma.ordinaria.1:acordao:2021-03-24;3201-008.133,8749236",Acórdão nº 3201-008.133 do Processo 10925.906125/2011-38,"urn:lex:br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.2;turma.ordinaria.1:acordao:2021-03-24;3201-008.133,8749236"
emissões veiculares,2025-06-06 12:28:35,"https://www.lexml.gov.br/urn/urn:lex:br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.2;turma.ordinaria.1:acordao:2021-03-24;3201-008.134,8749238",Acórdão nº 3201-008.134 do Processo 10925.906126/2011-82,"urn:lex:br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.2;turma.ordinaria.1:acordao:2021-03-24;3201-008.134,8749238"
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2023-04-08;1697,PL 1697/2023,urn:lex:br:camara.deputados:projeto.lei;pl:2023-04-08;1697
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2016-08-09;5968,PL 5968/2016,urn:lex:br:camara.deputados:projeto.lei;pl:2016-08-09;5968
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2023-09-11;4378,PL 4378/2023,urn:lex:br:camara.deputados:projeto.lei;pl:2023-09-11;4378
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2023-09-19;4541,PL 4541/2023,urn:lex:br:camara.deputados:projeto.lei;pl:2023-09-19;4541
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:senado.federal:projeto.lei;pl:2019;1254,[ Projeto de Lei nº 1254/2019 ],urn:lex:br:senado.federal:projeto.lei;pl:2019;1254
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2016-12-13;6674,PL 6674/2016,urn:lex:br:camara.deputados:projeto.lei;pl:2016-12-13;6674
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2019-06-13;3542,PL 3542/2019,urn:lex:br:camara.deputados:projeto.lei;pl:2019-06-13;3542
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2022-04-13;1224,PL 1224/2019,urn:lex:br:camara.deputados:projeto.lei;pl:2022-04-13;1224
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:senado.federal:projeto.lei;pls:2016;275,[ Projeto de Lei do Senado nº 275/2016 ],urn:lex:br:senado.federal:projeto.lei;pls:2016;275
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:senado.federal:projeto.lei;pl:2019;1224,[ Projeto de Lei nº 1224/2019 ],urn:lex:br:senado.federal:projeto.lei;pl:2019;1224
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2019-02-05;388,PL 388/2019,urn:lex:br:camara.deputados:projeto.lei;pl:2019-02-05;388
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2011-06-28;1695,PL 1695/2011,urn:lex:br:camara.deputados:projeto.lei;pl:2011-06-28;1695
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:lei:2024-06-06;24786,"Lei nº 24786, de 6 de junho de 2024",urn:lex:br;minas.gerais:estadual:lei:2024-06-06;24786
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:senado.federal:projeto.lei;pl:2024;1500,[ Projeto de Lei nº 1500/2024 ],urn:lex:br:senado.federal:projeto.lei;pl:2024;1500
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.2:acordao;aresp:2016-09-15;905875-1563579,AgInt no AREsp 905875 / MG,urn:lex:br:superior.tribunal.justica;turma.2:acordao;aresp:2016-09-15;905875-1563579
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:livro:2012;000929959,Pessoas com deficiência intelectual,urn:lex:br:rede.virtual.bibliotecas:livro:2012;000929959
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;plenario:acordao;adi:2021-09-08;6476-5949232,ADI 6476 / DF - DISTRITO FEDERAL,urn:lex:br:supremo.tribunal.federal;plenario:acordao;adi:2021-09-08;6476-5949232
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;rr:2023-10-10;3573-2014-482-1-0,Acórdão do processo Nº RR - 3573-18.2014.5.01.0482,urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;rr:2023-10-10;3573-2014-482-1-0
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;rr:2022-08-10;100941-2018-482-1-0,Acórdão do processo Nº RR - 100941-85.2018.5.01.0482,urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;rr:2022-08-10;100941-2018-482-1-0
tecnologias assistivas,2025-06-06 12:28:37,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.3:acordao;resp:2023-06-13;2041463-2306626,REsp 2041463 / RJ,urn:lex:br:superior.tribunal.justica;turma.3:acordao;resp:2023-06-13;2041463-2306626
veículos autônomos,2025-06-06 12:28:39,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1977-06-08;79797,"Decreto nº 79.797, de 8 de Junho de 1977",urn:lex:br:federal:decreto:1977-06-08;79797
veículos autônomos,2025-06-06 12:28:39,https://www.lexml.gov.br/urn/urn:lex:br:federal:lei:1974-08-30;6094,"Lei nº 6.094, de 30 de Agosto de 1974",urn:lex:br:federal:lei:1974-08-30;6094
veículos autônomos,2025-06-06 12:28:39,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;divinopolis:municipal:lei:1974-10-16;1119,"Lei Ordinária n° 1119, de 16 de Outubro de 1974",urn:lex:br;minas.gerais;divinopolis:municipal:lei:1974-10-16;1119
veículos autônomos,2025-06-06 12:28:39,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1964-08-26;54208,"Decreto nº 54.208, de 26 de Agosto de 1964",urn:lex:br:federal:decreto:1964-08-26;54208
veículos autônomos,2025-06-06 12:28:39,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:2007-09-20;15988,"Decreto nº 15988, de 20 de Setembro de 2007",urn:lex:br;sao.paulo;campinas:municipal:decreto:2007-09-20;15988
veículos autônomos,2025-06-06 12:28:39,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:2007-10-31;16052,"Decreto nº 16052, de 31 de Outubro de 2007",urn:lex:br;sao.paulo;campinas:municipal:decreto:2007-10-31;16052
veículos autônomos,2025-06-06 12:28:39,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;catanduva:municipal:lei:1998-12-14;3462,"Lei Ordinária nº 3462, de 14 de Dezembro de 1998",urn:lex:br;sao.paulo;catanduva:municipal:lei:1998-12-14;3462
veículos autônomos,2025-06-06 12:28:39,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;divinopolis:municipal:lei:1991-04-02;2883,"Lei Ordinária n° 2883, de 02 de Abril de 1991",urn:lex:br;minas.gerais;divinopolis:municipal:lei:1991-04-02;2883
veículos autônomos,2025-06-06 12:28:39,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;sete.lagoas:municipal:lei:1990-04-02;4206,"Lei n° 4206, de 02 de Abril de 1990",urn:lex:br;minas.gerais;sete.lagoas:municipal:lei:1990-04-02;4206
veículos autônomos,2025-06-06 12:28:39,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:lei:1967-02-09;3560,"Lei nº 3560, de 09 de Fevereiro de 1967",urn:lex:br;sao.paulo;campinas:municipal:lei:1967-02-09;3560
